SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Actual,pdCSM-PPI
CC[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.7613,3,4,9,3,464.61,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1C\C=C/C[C@H]2[C@H](C[C@@H](C(=O)N[C@@H]3CCCc4ccccc34)N2C1=O)Cc1ccccc1,ippidb,3.4513,3,4,7,5,528.697,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)Cc1ccccc1,ippidb,2.8195,4,5,9,5,595.744,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3ccc(C)c4ccccc34)[C@@H]12)C(C)(C)C,ippidb,3.39632,3,4,6,4,492.664,Inhibitor,Inhibitor
C[C@H](N)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CC[C@H]2NC[C@@H]([C@@H]12)c1c[nH]c2cc(F)ccc12,ippidb,2.3756,3,5,5,5,455.57800000000003,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]1CCc2ccccc12,ippidb,1.8164,3,4,5,4,426.561,Inhibitor,Inhibitor
C[C@H](N)C(=O)Nc1nc(COCc2cccc3ccccc23)c(Cc2ccccc2)s1,ippidb,4.8896,3,2,8,4,431.561,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H]([C@@H](C)OC)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2C(C)=O)c1c[nH]c2cc(F)ccc12,ippidb,1.3498,5,5,7,4,487.57599999999996,Inhibitor,Inhibitor
CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2C(C)=O)c1c[nH]c2cc(F)ccc12,ippidb,1.7249,4,5,6,4,457.55,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2C(C)=O)c1c[nH]c2cc(F)ccc12)C(C)(C)C,ippidb,2.3609999999999998,4,5,5,4,485.60400000000004,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2ccncc2,timbal,0.4375,4,4,8,2,389.5,Inhibitor,Inhibitor
CC[C@H](N)C(=O)N[C@H]1[C@@H](CN(C)Cc2ccccc2)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,4.0159,3,5,11,5,595.788,Inhibitor,Inhibitor
CC[C@H](NC)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,3.3086,3,4,8,4,490.648,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc2c(C)cccc2s1,ippidb,3.9412199999999995,3,3,6,4,442.629,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H]([C@@H](C)OC)C(=O)N1CC[C@H]2NC[C@@H]([C@@H]12)c1c[nH]c2cc(F)ccc12,ippidb,1.0909,4,5,7,4,445.539,Inhibitor,Inhibitor
C[C@H](N)c1nc(co1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,ippidb,1.5923,5,5,7,4,439.472,Inhibitor,Non-inhibitor
C[C@H](N)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@H]1CCCc2ccccc12)Oc1ccccc1)C(C)(C)C,ippidb,3.1068,4,4,7,4,520.674,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)Nc1nc2C(CCc2s1)C(=O)NC3CCCc4ccccc34,timbal,2.9131,3,3,5,4,398.532,Inhibitor,Inhibitor
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(N)=O,ippidb,-0.5184,4,5,9,1,397.52,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2cccc3cnccc23,timbal,1.913,4,4,7,3,425.533,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2cccc3cccnc23,timbal,1.913,4,4,7,3,425.533,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc12,ippidb,1.9746,4,5,7,5,525.694,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,3.6634,3,4,7,5,524.665,Inhibitor,Inhibitor
C[C@H](N)C(=O)N[C@@H](Cc1ccc(cc1)C(N)=O)C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCc2ccccc12)c1ccccc1,ippidb,2.3484,4,5,9,5,567.69,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(cs1)-c1cccc2ccccc12)C(C)(C)C,ippidb,4.7656,3,3,6,4,478.662,Inhibitor,Inhibitor
CCC(CC)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C,ippidb,1.0178,3,4,9,1,368.522,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc2c(nc(C)nc2s1)-c1ccccc1,ippidb,4.398219999999999,5,3,7,5,520.703,Inhibitor,Inhibitor
C[C@@H](N)[C@H]1CCC[C@H](N1)C(=O)N1C[C@H](C[C@H]1C(=O)N1CC[C@@H](C1)c1ccccc1)c1ccccc1,ippidb,3.2451,2,4,5,5,474.649,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1CC[C@H](C[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)NC(=O)Cc1ccccc1,ippidb,3.2559,4,5,10,5,609.771,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1CCC[C@@H]2SC(C)(C)[C@H](N2C1=O)C(=O)Nc1cc(C)nn1-c1ccccc1,ippidb,2.4445200000000002,4,4,6,4,498.653,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1Cc2ccccc2[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]1CCCc2ccccc12,ippidb,2.5613,3,4,5,5,474.605,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1CC[C@H](O)C[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,1.8893,4,5,7,4,492.62,Inhibitor,Inhibitor
CC[C@H](N)C(=O)N[C@H]1[C@@H](Cn2cc(nn2)[C@@H](O)CC)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.6189999999999998,6,5,11,5,601.752,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CC[C@H]2NC[C@@H]([C@@H]12)c1cn(Cc2ccccc2)c2cc(F)ccc12,ippidb,4.158,3,4,8,6,559.73,Inhibitor,Inhibitor
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCC1CC1,ippidb,-0.0084,3,4,7,2,338.452,Inhibitor,Inhibitor
N[C@H](Cc1ccccc1)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.7089,4,5,9,5,554.691,Inhibitor,Inhibitor
C[C@H](N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H]1CCc2ccccc12)C(C)(C)C,ippidb,1.6592,3,4,5,3,414.55,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](COC)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2S(C)(=O)=O)c1c[nH]c2cc(F)ccc12,ippidb,0.3744,6,4,8,4,509.60400000000004,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCOCC1)C(=O)N1CCC[C@H]1c1cc2ccnc(-c3ccc(F)cc3)c2[nH]1,ippidb,3.5518,5,4,7,5,507.61,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](COC)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2C(C)=O)c1c[nH]c2ccc(F)cc12,ippidb,0.9613,5,5,7,4,473.54900000000004,Inhibitor,Inhibitor
CC[C@H](N)C(=O)N[C@H]1CCC[C@H]2CC[C@H](N2C1=O)C(=O)NCc1ccccc1,ippidb,1.0684,3,4,6,3,386.496,Inhibitor,Inhibitor
CC[C@H](N)C(=O)N[C@H]1[C@@H](CN(CC)Cc2ccccc2)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,4.406000000000001,3,5,12,5,609.815,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCOCC1)C(=O)N1CCC[C@H]1c1nc(cs1)-c1ccc(F)c2ccccc12,ippidb,4.2852,5,3,7,5,524.6619999999999,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1cc2nc(C)nc(-c3ccc(F)cc3)c2[nH]1,ippidb,4.408919999999999,5,4,7,5,520.653,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](COC)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2c1ncccn1)c1c[nH]c2cc(F)ccc12,ippidb,1.4094,6,4,8,5,509.586,Inhibitor,Inhibitor
CN[C@H](Cc1ccccc1)C(=O)N[C@H]1[C@@H](CN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.9360000000000004,3,5,10,5,567.734,Inhibitor,Inhibitor
CC[C@H](N)C(=O)N[C@H]1[C@@H](COC(=O)c2ccccc2)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,3.7409,5,4,10,5,596.7280000000001,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2c1nccc(Cl)n1)c1c[nH]c2cc(F)ccc12,ippidb,3.9967,5,4,7,6,582.124,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H]([C@@H](C)OC)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2Cc1ccccc1)c1c[nH]c2cc(F)ccc12,ippidb,3.0035,4,5,9,5,535.664,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCOCC1)C(=O)N1CCC[C@H]1c1cc2ccnc(-c3ccccc3Cl)c2[nH]1,ippidb,4.0661,4,4,7,5,524.065,Inhibitor,Inhibitor
CC[C@H](N)C(=O)N[C@H]1[C@@H](CNS(=O)(=O)c2ccc(C)cc2)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,3.17082,5,5,11,5,645.826,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2Cc1ccccc1)c1c[nH]c2cc(F)ccc12)C(C)(C)C,ippidb,4.0147,3,5,7,5,533.692,Inhibitor,Inhibitor
CC[C@H](N)C(=C)N[C@H]1CC[C@H]2CC[C@H](N2C1=O)C(=O)NCc1ccccc1,ippidb,1.6654,2,4,7,3,370.49699999999996,Inhibitor,Inhibitor
C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2C(C)=O)c1c[nH]c2cc(F)ccc12,ippidb,1.0741,4,5,4,4,429.496,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@@H](O)[C@@H]2[C@H]1[C@H](CN2C(=O)OCc1ccccc1)c1c[nH]c2cc(F)ccc12,ippidb,3.6563,6,6,8,6,619.738,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1cc2ncnc(-c3ccccc3)c2[nH]1,ippidb,3.9614,4,4,7,5,488.63599999999997,Inhibitor,Inhibitor
CC[C@@H](C(=O)N[C@H]1[C@H](CC[C@H]2CC[C@H](N2C1=O)C(=O)NCc3ccc(cc3)C(C)(C)C)CO)NC,2p2idb,1.845,4,5,8,3,486.657,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)CN2CCOC[C@H]2C)CC(=O)N3CC(c4c3cc(c(n4)CO)Cc5ccc(cc5)F)(C)C,2p2idb,1.2848,5,4,7,5,540.7040000000001,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)CN2CCCC2=O)CC(=O)N3CC(c4c3cc(cn4)Cc5ccccc5)(C)C,2p2idb,1.5551,3,3,6,5,476.645,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)CN2CCOC[C@H]2C)CC(=O)N3CC(c4c3cc(cn4)Cc5ccc(cc5)F)(C)C,2p2idb,1.7925,4,3,6,5,510.67800000000005,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)C(=O)N2CCOCC2)CC(=O)N3CC(c4c3cc(cn4)Cc5ccccc5)(C)C,2p2idb,0.7915,4,3,5,5,492.644,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)COC)CC(=O)N2CC(c3c2cc(cn3)Cc4ccccc4)(C)C,2p2idb,1.5791,3,2,6,4,423.58099999999996,Inhibitor,Inhibitor
Cc1cnn(c1)C[C@H]2C[NH2+][C@@H](CN2CC(=O)N3CC(c4c3cc(nc4)Cc5ccccc5)(C)C)C,2p2idb,2.13782,3,2,6,5,473.645,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)COC)CC(=O)N2CC(c3c2cc(nc3)Cl)(C)C,2p2idb,0.6417,3,2,4,3,367.901,Inhibitor,Inhibitor
C[C@@H]1CN([C@H](C[NH2+]1)COC)CC(=O)N2CC(c3c2cc(nc3)Cc4ccccc4)(C)C,2p2idb,1.5791,3,2,6,4,423.58099999999996,Inhibitor,Inhibitor
C[C@@H]1CN(CC[NH2+]1)CC(=O)N2CCc3c2cc(nc3)Cl,2p2idb,-0.1084,2,2,2,3,295.79400000000004,Inhibitor,Inhibitor
C[C@@H]1CN(CC[NH2+]1)CC(=O)N2CC(c3c2cc(cc3)Cl)(C)C,2p2idb,1.2317,1,2,2,3,322.86,Inhibitor,Inhibitor
C[C@@H]1CN(CC[NH2+]1)CC(=O)N2CCCC2,2p2idb,-1.1237,1,3,2,2,212.317,Inhibitor,Inhibitor
C[C@@H]1CN(CC[NH2+]1)CC(=O)N2CCc3c2cccc3,2p2idb,-0.1568,1,2,2,3,260.361,Inhibitor,Inhibitor
C[C@@H](C(=O)Nc1cccc(n1)N)[NH3+],2p2idb,-0.7673,2,3,2,1,181.21900000000002,Inhibitor,Inhibitor
C1CCN(CC1)C(=O)CN2CC[NH2+]CC2,2p2idb,-1.1221,1,3,2,2,212.317,Inhibitor,Inhibitor
c1c(cn(n1)C2CC[NH2+]CC2)Br,2p2idb,0.5439,1,1,1,2,231.11700000000002,Inhibitor,Non-inhibitor
C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N)[NH3+],2p2idb,-1.7571,2,3,4,0,188.25099999999998,Inhibitor,Inhibitor
CC[C@@H](C(=O)N1C[C@H](C[C@H]1Cc2c3ccc(cc3[nH]c2c4c(c5ccc(cc5[nH]4)F)C[C@@H]6C[C@@H](CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC)O)F)O)NC(=O)[C@H](C)NC,2p2idb,2.6084,8,10,15,6,806.956,Inhibitor,Inhibitor
CCO[C@@H]1C[C@@H]2CN([C@@H](CN2C1)C(=O)N[C@@H]3CCOc4c3cccc4)C(=O)[C@H](C5CCC(CC5)(F)F)NC(=O)[C@H](C)NC,2p2idb,2.2348,5,5,9,5,605.727,Inhibitor,Inhibitor
CC[C@@H](C(=O)N[C@H]1[C@H](CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(nn4)CCCCc5ccc(cc5)CCCCn6cc(nn6)[C@H](c7ccccc7)NC(=O)[C@@H]8CC[C@H]9N8C(=O)[C@H]([C@H](CC9)CO)NC(=O)[C@H](CC)NC)CO)NC,2p2idb,3.8160000000000003,12,10,28,9,1181.498,Inhibitor,Inhibitor
C[C@H]1CCN([C@@H]1C(=O)Nc2ccccc2c3ncccn3)C(=O)[C@H](C4CCCCC4)NC(=O)[C@H](C)NC,2p2idb,2.9921,5,4,8,4,506.651,Inhibitor,Inhibitor
C[C@H]([C@@H](C(=O)N1CCC[C@H]1Cn2c(nnn2)Sc3ccccc3)NC(=O)[C@H](C)NC)OCC#CC#CCO[C@H](C)[C@@H](C(=O)N4CCC[C@H]4Cn5c(nnn5)Sc6ccccc6)NC(=O)[C@H](C)NC,2p2idb,1.6466,12,6,22,6,969.212,Inhibitor,Inhibitor
CC[C@@H](C(=O)N[C@H]1C=CCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)N=C,2p2idb,3.5658,3,3,8,4,486.616,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@H]3CN(CCc4ccccc4)CC[C@@H]23,timbal,2.8249,2,4,8,4,454.659,Inhibitor,Inhibitor
CCN1CCN(C(C1)C(=O)NC(c2ccccc2)c3ccccc3)C(=O)C(C(C)C)NC(=O)C(C)N,timbal,1.9129,3,5,9,3,493.652,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2nccc3ccccc23,timbal,1.913,4,4,7,3,425.533,Inhibitor,Inhibitor
CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1C(=O)Nc2c(C)ccc3ncccc23,timbal,1.9754200000000002,4,4,7,3,425.533,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2ccc3nc(C)ccc3c2,timbal,2.22142,4,4,7,3,439.56,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2ccc3ccccc3n2,timbal,1.913,4,4,7,3,425.533,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC(c3ccccc3)c4ccccc4,timbal,3.5562,3,4,9,4,504.675,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2ccc3ncccc3c2,timbal,1.913,4,4,7,3,425.533,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2cccc3ncccc23,timbal,1.913,4,4,7,3,425.533,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NNc2ccccc2,timbal,0.8694,3,5,8,2,389.5,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N1CCC[C@H]1C(=O)NC(c2ccccc2)c3ccccc3,timbal,1.2414,4,5,11,3,493.608,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCCCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]5SC[C@@H]6NC(=O)N[C@H]56)nn4)C(=O)CC(C)C,timbal,4.8538,9,9,31,6,1047.4260000000002,Inhibitor,Inhibitor
CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]3CN(CC[C@H]4CC[C@H](N4C3=O)C(=O)NC(c5ccccc5)c6ccccc6)C(=O)CC(C)C,timbal,4.327,4,6,11,6,676.862,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2ccccn2,timbal,0.4375,4,4,8,2,389.5,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2ccc3[nH]ccc3c2,timbal,1.8461,3,5,7,3,413.522,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2cc(C)nc3ccccc23,timbal,2.22142,4,4,7,3,439.56,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@H]2C[C@@H]3C[C@@H]3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc12,ippidb,1.973,4,5,7,6,537.705,Inhibitor,Inhibitor
C[C@H](N)C(=O)Nc1nc(COC2Cc3ccccc3C2)c(Cc2ccccc2)s1,ippidb,3.7036,3,2,7,4,407.539,Inhibitor,Inhibitor
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc2c(nccc2s1)-c1ccccc1,ippidb,4.6948,4,3,7,5,505.68800000000005,Inhibitor,Inhibitor
