SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Actual,pdCSM-PPI
CN1CCN(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3([C@H]2c2cccc(Cl)c2F)C(=O)Nc2cc(Cl)ccc32)CC1,ippidb,4.2464,3,5,6,5,590.571,Inhibitor,Inhibitor
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1ccncc21)C(N)=O,ippidb,4.3706,6,4,6,5,580.06,Inhibitor,Inhibitor
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccccn1,ippidb,7.0779,4,2,7,4,511.449,Inhibitor,Inhibitor
Nc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1c(CC(=O)Nc2ccccc2)ccc(Cl)c1F,ippidb,7.9854,6,2,7,6,623.491,Inhibitor,Inhibitor
OC(=O)C[C@@H]1C[C@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,5.5515,3,2,6,4,432.347,Inhibitor,Inhibitor
CN1CCN(CCCCN2c3ccc(I)cc3C(=O)N(Cc3ccc(Cl)cc3N)[C@@H](c3ccc(Cl)cc3)C2=O)CC1,ippidb,5.9381,2,4,8,5,706.456,Inhibitor,Inhibitor
COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN([C@H]1CC=C)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,ippidb,6.4917,6,2,11,5,720.711,Inhibitor,Inhibitor
OCC[C@@H]1O[C@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,4.7956,3,2,6,4,420.336,Inhibitor,Inhibitor
CC(C)(C)C[C@H]1N[C@H]([C@H](c2cccc(Cl)c2F)[C@]11C(=O)Nc2cc(Cl)ccc12)C(=O)NCC[C@H](O)CO,ippidb,3.7423,5,5,7,4,552.474,Inhibitor,Inhibitor
CC[C@@H]([C@H](C)O)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,5.691,4,3,7,3,478.416,Inhibitor,Inhibitor
CCC1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCNC(=O)C5,timbal,4.7742,2,3,4,5,501.439,Inhibitor,Inhibitor
OC1CCC(C1)OC2(N(Cc3ccccc3)C(=O)c4ccccc24)c5ccc(Cl)cc5,timbal,5.1271,3,2,5,5,433.935,Inhibitor,Inhibitor
COCCOCCN1c2ccc(I)cc2C(=O)N([C@H](C)c2ccc(Cl)cc2O)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,6.2579,5,2,9,4,669.3430000000001,Inhibitor,Inhibitor
OCCCOC1(N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)c3ccccc13)c4ccc(Br)cc4,timbal,4.6134,3,2,8,4,497.345,Inhibitor,Inhibitor
CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,6.0939,2,1,4,4,515.245,Inhibitor,Inhibitor
COc1c(Nc2ccnc3[C@@H](O)CCc23)ccc(NCCc2c[nH]c3c(cccc23)C(C)=C)c1F,ippidb,6.1215,4,4,8,5,472.564,Inhibitor,Inhibitor
O[C@@H]1CCc2c1nccc2Nc1ccc2N(CCc3c[nH]c4ccccc34)CC3(CCCC3)Oc2c1,ippidb,6.0404,3,3,5,7,480.61199999999997,Inhibitor,Inhibitor
CC(C)(C)OC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(C(O)=O)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.7544,7,1,6,4,565.444,Inhibitor,Inhibitor
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)c2ccc(I)cc2C1=O)c1ccc(OC(F)(F)F)cc1,ippidb,7.3894,5,2,9,4,700.8789999999999,Inhibitor,Inhibitor
CN1c2ncnn2[C@H](C2=C1c1cc(C)ccc1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,6.69572,3,0,2,6,564.281,Inhibitor,Inhibitor
Cc1ccc(cc1C)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,7.13656,3,1,4,4,451.353,Inhibitor,Inhibitor
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N1CCN(CC1)C(C)=O,ippidb,6.6962,3,4,6,6,682.7180000000001,Inhibitor,Inhibitor
CC(C)(C)NC(=O)C(N(Cc1ccc(OCc2ccc(Cl)cc2)cc1)C=O)c1c([nH]c2cc(Cl)ccc12)C(O)=O,ippidb,6.3663,5,4,10,4,582.484,Inhibitor,Inhibitor
CCOc1cc(OC)ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCO)CC1)c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,5.8936,4,4,8,5,686.445,Inhibitor,Inhibitor
CC(C)(C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OC(C)(C)C,timbal,2.99397,5,8,14,3,662.836,Inhibitor,Inhibitor
CC(C)C1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCN(C)CC5,timbal,5.8358,1,3,4,5,515.51,Inhibitor,Inhibitor
O[C@H]1C[C@@H](OC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)C=C1,timbal,4.8113,3,2,6,5,476.916,Inhibitor,Inhibitor
CC#Cc1ccc2N(CCCCC(O)=O)C(=O)[C@@H](N([C@H](C)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.9110000000000005,4,2,8,4,563.481,Inhibitor,Inhibitor
CN(C)CCCN1c2ccc(I)cc2C(=O)N(Cc2ccc(Cl)cc2N)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,5.8622,2,3,7,4,637.349,Inhibitor,Inhibitor
Cc1cc(Cl)ccc1CN1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCN2CCOCC2)c2ccc(I)cc2C1=O,ippidb,5.96892,3,2,6,5,664.3710000000001,Inhibitor,Inhibitor
O[C@@H]1CCc2c1nccc2Nc1ccc(NCCc2c[nH]c3ccccc23)cc1,ippidb,4.9407,2,4,6,5,384.483,Inhibitor,Inhibitor
CC(C)C[C@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)ccc12)C(=O)N(C)C,ippidb,4.4418,2,3,4,4,460.405,Inhibitor,Inhibitor
OCCNCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.043,2,5,10,4,401.514,Inhibitor,Inhibitor
COc1ccc2c(CCNc3ccc(Nc4ccnc(CO)c4)cc3OC)c[nH]c2c1,ippidb,4.4706,4,4,9,4,418.49699999999996,Inhibitor,Inhibitor
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1cccc(C)n1,ippidb,7.3863199999999996,4,2,7,4,525.476,Inhibitor,Inhibitor
OC1(N(Cc2ccc(Br)cc2)C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.9519,2,2,3,4,428.713,Inhibitor,Inhibitor
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1ncccc21)C(O)=O,ippidb,4.9699,7,4,6,5,581.044,Inhibitor,Inhibitor
CCc1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,5.5173,4,3,5,4,483.351,Inhibitor,Inhibitor
CN(C)CCCN(C)[C@H]1CCN(C1)C(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(ncn1Cc1ccc(Cl)cc1)-c1ccccc1,ippidb,7.1515,2,4,10,6,629.636,Inhibitor,Inhibitor
CN1CCN(CCNC(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(ncn2Cc2ccc(Cl)cc2)-c2ccccc2)CC1,ippidb,6.0307,2,4,8,6,587.555,Inhibitor,Inhibitor
CC(C)(C)OC(=O)Cc1ccc(Cl)cc1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.5493,6,1,6,5,586.495,Inhibitor,Inhibitor
COc1ccc2[nH]cc(CCNc3ccc(Nc4ccnc5ccccc45)cc3)c2c1,ippidb,6.1229,2,3,7,5,408.505,Inhibitor,Inhibitor
CO[C@H]1C[C@H](N(C1)C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N1CCOCC1,ippidb,5.7106,4,3,6,6,643.637,Inhibitor,Inhibitor
C[C@@H](N)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.9808,1,4,7,4,371.48800000000006,Inhibitor,Inhibitor
CC(C)(C)C[C@H]1N(O)[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NCC[C@H](O)CO,ippidb,3.983,7,5,7,4,586.4630000000001,Inhibitor,Inhibitor
NC(=O)c1nc(CC2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,6.346,4,1,5,4,464.343,Inhibitor,Inhibitor
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCNC(=O)C1,ippidb,5.1943,2,3,4,5,529.493,Inhibitor,Inhibitor
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)c2ccc(I)cc2C1=O)c1ccc(Cl)cc1N,ippidb,6.7264,4,3,8,4,666.3430000000001,Inhibitor,Inhibitor
CCc1ccc(cc1)[C@@H]1N([C@H](C(O)=O)c2ccccc2)C(=O)c2cc(I)ccc2NC1=O,ippidb,4.8151,4,3,5,4,540.357,Inhibitor,Inhibitor
CNC(=O)CN1c2ccc(I)cc2C(=O)N([C@@H](C(O)=O)c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,4.7,5,3,6,4,652.2719999999999,Inhibitor,Inhibitor
CCOc1cc(ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@](C)(N1C(=O)N1CCNC(=O)C1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.1344,3,3,5,5,621.609,Inhibitor,Inhibitor
CC(C)(C)OC(=O)NCC(C)(C)NC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.7662,8,3,9,5,718.633,Inhibitor,Inhibitor
CCC[C@@H]1[C@@](CCCN1C(=O)c2cnccc2C(F)(F)F)(C(=O)N3CCN(CC3)c4ccccc4OCCCC(=O)O)Oc5cc(sc5)C(F)(F)F,2p2idb,6.9956,7,3,12,5,756.7660000000001,Inhibitor,Inhibitor
CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCCCC4,timbal,3.09177,5,8,14,4,674.847,Inhibitor,Inhibitor
CCCC1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCNC(=O)C5,timbal,5.1643,2,3,5,5,515.466,Inhibitor,Inhibitor
COc1ccc(C2=N[C@H]([C@H](N2C(=O)N2CCN(CC2)C(C)=O)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1,ippidb,6.6181,4,3,6,5,609.554,Inhibitor,Inhibitor
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccncc1,ippidb,7.0779,4,2,7,4,511.449,Inhibitor,Inhibitor
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(cc2C1=O)C#N)c1ccc(Cl)cc1,ippidb,4.82658,4,3,4,4,480.30699999999996,Inhibitor,Inhibitor
CC(C)(C)C[C@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NCC[C@@H](O)C[C@@H](O)CC(O)=O,ippidb,4.1148,8,6,10,4,642.5269999999999,Inhibitor,Inhibitor
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2cc(Cl)ccc2C1=O)c1ccc(Cl)cc1,ippidb,5.6083,4,3,4,4,489.74199999999996,Inhibitor,Inhibitor
CC(C)c1c2c(nn1c3cnc(nc3OC)N(C)C)C(=O)N([C@H]2c4ccc(cc4)C#N)C5=CC(=CNC5=O)Cl,2p2idb,3.8234800000000004,6,1,6,5,545.003,Inhibitor,Inhibitor
CC(C)(C)C[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1)C(=O)NCCCCO,ippidb,5.203880000000001,2,3,8,3,502.486,Inhibitor,Inhibitor
c1cc(ccc1Cn2cnc(c2c3c4ccc(cc4[nH]c3C(=O)OCCCCCCNC(=O)CCC(=O)O)Cl)c5ccc(cc5)F)Cl,2p2idb,7.8908,7,3,15,5,679.576,Inhibitor,Inhibitor
OC(=O)c1ccc(cc1)[C@H]1C[C@H]2[C@@H](N1)[C@H](c1cccc(Cl)c1F)[C@@]1(N2CC2CC2)C(=O)Nc2cc(Cl)ccc12,ippidb,5.9593,4,4,5,7,566.46,Inhibitor,Inhibitor
CCOc1cccc(CN2[C@@H](C)[C@@H](N)[C@H](c3cccc(Cl)c3F)[C@]22C(=O)Nc3cc(Cl)ccc23)c1,ippidb,5.694,3,3,5,5,514.428,Inhibitor,Inhibitor
OC(=O)CN1CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1)[C@@]1(N2CC2CC2)C(=O)Nc2cc(Cl)ccc12,ippidb,4.1777,3,4,5,6,486.399,Inhibitor,Inhibitor
CC(C)(C)CN1C[C@@H](N)[C@H](c2cccc(Cl)c2)[C@]11C(=O)Nc2cc(Cl)ccc12,ippidb,4.6136,1,3,2,4,418.36800000000005,Inhibitor,Inhibitor
CC[C@@H](C)Oc1cc2[C@@H](N(C(=O)Cc2cc1OC)c1ccc(cc1)N(C)Cc1ccncc1)c1ccc(Cl)cc1,ippidb,7.236000000000001,4,0,9,5,556.106,Inhibitor,Inhibitor
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1,ippidb,6.5835,4,2,9,6,659.2710000000001,Inhibitor,Inhibitor
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1[C@@H]([C@H](O[C@@H](C1=O)CC(=O)O)c2cccc(c2)Cl)c3ccc(cc3)Cl,2p2idb,5.4698,6,2,8,3,556.508,Inhibitor,Inhibitor
C[C@@]1(C(=O)N([C@@H]([C@H](O1)c2cccc(c2)Cl)c3ccc(cc3)Cl)[C@H](CS(=O)(=O)C(C)(C)C)C4CC4)Cc5ccc(cn5)C(=O)O,2p2idb,6.7211,7,2,9,5,659.632,Inhibitor,Inhibitor
CC(C)CC(NC(C(=O)NCc1ccccc1)c1c([nH]c2cc(Cl)ccc12)C(=O)NO)C(=O)NO,ippidb,2.8075,5,7,10,3,501.971,Inhibitor,Non-inhibitor
CC[C@@H](CO)N1[C@@H]([C@@H](O[C@@H](CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,4.2488,5,3,7,3,452.334,Inhibitor,Inhibitor
CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,ippidb,5.8757,2,1,4,4,426.343,Inhibitor,Inhibitor
CC[C@H](N1[C@@H]([C@H](C[C@H](CC(O)=O)C1=O)c2cccc(Cl)c2)c3ccc(Cl)cc3)C(=O)OC(C)(C)C,ippidb,6.2618,5,2,7,3,520.453,Inhibitor,Inhibitor
COCCN(C)C(=O)[C@@H]1CCCN1C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1,ippidb,6.3317,3,3,8,5,615.627,Inhibitor,Inhibitor
C[C@@H](N1C(=O)c2ccccc2C1(OCCCCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4,timbal,6.2006,3,2,8,4,470.39599999999996,Inhibitor,Inhibitor
OC(=O)CCCCN1c2ccc(I)cc2C(=O)N(Cc2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,6.5832,4,2,8,4,637.3009999999999,Inhibitor,Inhibitor
C[C@H](N1C(=O)c2ccccc2C1(OCC3(CO)CC3)c4ccc(Cl)cc4)c5ccc(Cl)cc5,timbal,6.2006,3,2,7,5,482.407,Inhibitor,Inhibitor
OCc1ccc(COC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)cc1,timbal,5.8144,3,2,8,5,514.965,Inhibitor,Inhibitor
OC(=O)[C@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(Cc2ccncc2)c2ccc(I)cc2C1=O)c1ccc(Cl)cc1,ippidb,6.5492,5,2,6,5,672.306,Inhibitor,Inhibitor
OC1(N(CCc2ccccc2)C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.2319,2,2,4,4,363.844,Inhibitor,Inhibitor
OC(=O)C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)c1ccc(Cl)cc1,ippidb,5.9496,4,3,5,4,595.22,Inhibitor,Inhibitor
CN1c2ccc(I)cc2C(=O)N([C@@H](C(O)=O)c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,5.5838,4,2,4,4,595.22,Inhibitor,Inhibitor
Nc1cc(ccc1Cl)C1(CC1)N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCN2CCOCC2)c2ccc(I)cc2C1=O,ippidb,5.7318,3,3,6,6,691.3969999999999,Inhibitor,Inhibitor
Nc1cc(Cl)ccc1CN1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)c2ccc(I)cc2C1=O,ippidb,6.1654,4,3,8,4,652.316,Inhibitor,Inhibitor
C[C@@H]1CN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccnc4[C@H](O)CCc34)cc2O1,ippidb,5.1161,3,3,5,6,440.54699999999997,Inhibitor,Inhibitor
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N(C)C,ippidb,7.0937,2,3,6,5,599.628,Inhibitor,Inhibitor
CC(C)CC[C@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)C(O)=O,ippidb,4.9696,4,3,6,3,540.785,Inhibitor,Inhibitor
Cc1cccc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,ippidb,6.42272,1,3,6,5,392.506,Inhibitor,Inhibitor
CCOc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2ccccc12,ippidb,5.3598,2,3,8,4,372.472,Inhibitor,Inhibitor
CC(C)(C)C[C@@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1F)C(=O)NCC[C@H](O)CO,ippidb,4.45288,5,4,8,3,554.465,Inhibitor,Inhibitor
OC(=O)c1nc(-c2ccccc2F)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,6.3504,4,1,4,4,427.26199999999994,Inhibitor,Inhibitor
Clc1ccc(cc1)[C@@H]1[C@H](c2ccc(Cl)cc2)n2c(ccc(C(=O)N3CCOCC3)c2=O)N1S(=O)(=O)c1cccc(c1)C#N,ippidb,5.03878,5,1,5,6,635.529,Inhibitor,Inhibitor
OC[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,4.313,3,5,8,5,455.56199999999995,Inhibitor,Inhibitor
CC1(C)CN(C1)C(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.2151,6,2,6,6,615.512,Inhibitor,Inhibitor
CNC(=O)c1nc(-c2ccccc2)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,5.8727,2,1,4,4,422.315,Inhibitor,Inhibitor
Cc1cc(Nc2ccnc3[C@H](O)CCc23)ccc1NCCc1c[nH]c2c(C)cccc12,ippidb,5.55754,2,4,6,5,412.537,Inhibitor,Inhibitor
CN(C)CCN(Cc1ccccc1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,5.9201,2,5,12,5,532.692,Inhibitor,Inhibitor
CN(C)CCNC(=O)c1cc(Cl)cc(c1)-n1c(nc(-c2nnn[nH]2)c1-c1cccc(Cl)c1F)C1CCCCC1,ippidb,5.5044,6,5,8,5,571.488,Inhibitor,Inhibitor
Cc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,7.5304199999999994,5,0,4,5,489.353,Inhibitor,Inhibitor
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1[C@H](C)CC[C@H]1C(=O)N1CCN(C)C(C)(C)C1,ippidb,7.167999999999999,2,4,5,6,668.735,Inhibitor,Inhibitor
CC[C@@H](O)CCNC(=O)[C@@H]1N[C@H](C2CCCC2)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,5.0531,5,4,7,5,566.476,Inhibitor,Inhibitor
COc1cccc2O[C@@H](C3=C(N(C)c4ncnn4[C@H]3c3ccc(Br)cc3)c12)c1ccc(Br)cc1,ippidb,6.3959,4,0,3,6,580.28,Inhibitor,Inhibitor
Cc1cccc(n1)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,6.05382,5,1,4,4,442.277,Inhibitor,Inhibitor
OC(=O)c1ccc(NC(=O)c2cccc(Cc3cccc(c3)C#N)c2)c(Cc2ccc(cc2)C#N)c1,ippidb,5.56206,3,2,7,4,471.51599999999996,Inhibitor,Inhibitor
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCS(C)(=O)=O)CC1)c1ccc(F)cc1)c1ccc(F)cc1)C(C)(C)C,ippidb,5.9879999999999995,6,3,8,5,652.808,Inhibitor,Inhibitor
Fc1ccc(cc1C#N)S(=O)(=O)N1[C@H]([C@@H](c2ccc(Cl)cc2)n2c1cccc2=O)c1ccc(Cl)cc1,ippidb,5.7054800000000006,4,0,4,5,540.403,Inhibitor,Inhibitor
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccnc3CCCc23)cc1,ippidb,5.4498,1,3,6,5,368.48400000000004,Inhibitor,Inhibitor
COc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2cc(C)ccc12,ippidb,5.2781199999999995,2,3,7,4,372.472,Inhibitor,Inhibitor
CCOc1cc(Cl)c(cc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(N)(=O)=O,ippidb,4.8341,6,5,8,6,764.132,Inhibitor,Inhibitor
CN1CCN(CC1)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,4.7959,4,4,3,5,565.492,Inhibitor,Inhibitor
