SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Actual,pdCSM-PPI
CCOC(=O)Nc1cc(nn2c1nnc2C)c3ccc(c(c3)NS(=O)(=O)C)C,2p2idb,2.34804,7,2,5,3,404.452,Inhibitor,Inhibitor
CN(C)C(=O)c1cccc(c1)-c1cn(C)c(=O)c2[nH]ccc12,ippidb,2.2354,2,2,2,3,295.342,Inhibitor,Inhibitor
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N1CCN(CC1)S(C)(=O)=O,ippidb,2.0016,6,1,5,4,491.591,Inhibitor,Inhibitor
Cc1nnc2c3ccccc3c(nn12)-c1ccc(N2CCOCC2)c(NS(=O)(=O)c2ccccc2Cl)c1,ippidb,4.5437199999999995,6,1,5,6,535.029,Inhibitor,Non-inhibitor
CC[C@@H]1C(=O)N(c2cnc(nc2N1C3CCCC3)Nc4ccc(cc4OC)C(=O)NC5CCN(CC5)C)C,2p2idb,3.5568,5,3,7,5,521.6659999999999,Inhibitor,Inhibitor
Cc1[nH]c(cc1C(N)=O)-c1ccccc1Oc1ccccc1,ippidb,3.8813199999999997,2,2,4,3,292.33799999999997,Inhibitor,Inhibitor
Cc1[nH]c(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2cn[nH]c(=O)c12,ippidb,3.3904199999999998,5,4,5,4,410.455,Inhibitor,Inhibitor
Cc1c(sc-2c1C(=N[C@H](c3n2c(nn3)C)CC(=O)NCCCCNC(=O)COc4cccc5c4C(=O)N(C5=O)[C@H]6CCC(=O)NC6=O)c7ccc(cc7)Cl)C,2p2idb,3.68246,9,4,12,7,785.283,Inhibitor,Inhibitor
Cc1ccc(cc1)[C@H](C)Nc2ccc3c(c2)N([C@@H](C(=O)N3C)C)C4CC4,2p2idb,4.5018199999999995,1,1,4,4,349.478,Inhibitor,Inhibitor
CCn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,4.26087,3,2,4,4,497.564,Inhibitor,Inhibitor
Cc1cc(N=Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)c(N)c(C)c1O,ippidb,4.20244,4,3,5,3,397.46,Inhibitor,Inhibitor
C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3ccc(cc3)C(=O)O)Nc4ccc(cc4)Cl,2p2idb,6.0035,3,2,4,4,434.923,Inhibitor,Inhibitor
COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,ippidb,4.16254,5,2,4,5,415.45300000000003,Inhibitor,Inhibitor
Cc1cc(cc(C)c1O)-c1nc2sc3CCCc3c2c(=O)[nH]1,ippidb,3.46274,3,3,1,4,312.394,Inhibitor,Inhibitor
COc1ccc(cc1S(=O)(=O)NC1CC1)-c1c(C)noc1C,ippidb,2.40774,4,1,5,3,322.38599999999997,Inhibitor,Inhibitor
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)NCc1ccccc1,ippidb,3.74536,3,1,5,3,356.44699999999995,Inhibitor,Inhibitor
COc1ccc(cc1S(=O)(=O)Nc1ccccc1)-c1c(C)noc1C,ippidb,3.76784,4,1,5,3,358.41900000000004,Inhibitor,Inhibitor
COc1ccc(cc1S(=O)(=O)Nc1ccccc1Cl)-c1c(C)noc1C,ippidb,4.42124,4,1,5,3,392.86400000000003,Inhibitor,Inhibitor
COc1cccc(NS(=O)(=O)c2cc(ccc2C)-c2c(C)noc2C)c1,ippidb,4.0762599999999996,4,1,5,3,372.44599999999997,Inhibitor,Inhibitor
CCCc1c-2c([nH]n1)OC(=O)c3c2cccc3,2p2idb,2.6218,2,2,2,3,228.25099999999998,Inhibitor,Inhibitor
CN1CCCC1=O,2p2idb,0.2386,1,1,0,1,99.133,Inhibitor,Inhibitor
CCOc1ccc(cc1c2cc(cc(c2)NC(=O)c3ccco3)c4c(noc4C)C)C(=O)C,2p2idb,6.07204,4,1,7,4,444.48699999999997,Inhibitor,Inhibitor
CCOc1ccc(cc1c2cc(cc(c2)NC(=O)c3ccco3)c4ccn(n4)C)C(=O)C,2p2idb,5.2007,4,1,7,4,429.476,Inhibitor,Inhibitor
CCOc1ccc(cc1c2cc(cc(c2)NC(=O)c3ccco3)C4=C(ON(C4=O)C)C)C(=O)C,2p2idb,5.06732,4,1,7,4,460.486,Inhibitor,Inhibitor
CCOC(=O)C1=CN(C(=O)C=C1Cl)C,2p2idb,1.2154,3,0,2,1,215.636,Inhibitor,Inhibitor
COC(=O)c1ccc2[nH]c(=O)oc2c1,ippidb,0.9077,3,1,1,2,193.158,Inhibitor,Inhibitor
CNC(=O)c1cc(Br)c[nH]1,ippidb,1.1368,1,2,1,1,203.03900000000002,Inhibitor,Inhibitor
CC(=O)N1CCc2c(c(nn2[C@H]3CCOC3)Nc4ccc(cc4F)c5cnn(c5)C)C1,2p2idb,3.0323,5,2,4,5,424.48,Inhibitor,Inhibitor
c1cc(ccc1/N=N/c2ccc(c(c2)S(=O)(=O)O)NC(=O)CCl)S(=O)(=O)O,2p2idb,2.7727,7,3,6,2,433.851,Inhibitor,Inhibitor
CCC(=O)N1CCc2c(c(n[nH]2)c3ccccc3)C1,2p2idb,2.3714,2,3,2,3,255.321,Inhibitor,Inhibitor
COC1=CC(=CC=CC1=O)c2ccc3c(c2)nc(n3CCN4CCOCC4)CCc5ccccc5,2p2idb,4.1895,4,1,8,5,469.585,Inhibitor,Inhibitor
CN1Cc2cc(ccc2NC1=O)Br,2p2idb,2.4264,1,2,0,2,241.088,Inhibitor,Inhibitor
Cc1cc(N=Nc2cc(c(C)cc2C)S(O)(=O)=O)c(N)cc1O,ippidb,3.56176,4,3,3,2,335.385,Inhibitor,Inhibitor
Cc1ccc(cc1c2cc(n3c2nccc3)C(=O)C)C(=O)NC4CC4,2p2idb,3.4045199999999998,3,1,4,4,333.39099999999996,Inhibitor,Inhibitor
Cn1ccc2cc[nH]c2c1=O,ippidb,0.8666,1,1,0,2,148.165,Inhibitor,Inhibitor
NC(=O)c1ccc2nc(N)sc2c1,ippidb,0.9774,2,2,1,2,193.231,Inhibitor,Inhibitor
CC(C)CS(=O)(=O)N[C@H]1CCC(=O)N([C@@H]1c1ccc(Cl)cc1)c1ccc2c(C)cc(=O)n(C)c2c1,ippidb,4.3124199999999995,4,1,6,4,516.063,Inhibitor,Inhibitor
CN1C=C(c2ccncc2C1=O)c3cc(c(cc3OC)CN(C)C)OC,2p2idb,2.6793,4,1,5,3,353.42199999999997,Inhibitor,Inhibitor
CN1C=C(c2ccncc2C1=O)c3cc(c(c(c3)OC)CN(C)C)OC,2p2idb,2.6793,4,1,5,3,353.42199999999997,Inhibitor,Inhibitor
CC(=O)c1cc(-c2cccc3nccn23)c2cc(ccn12)N1CCOCC1,ippidb,3.2932,3,0,3,5,360.417,Inhibitor,Inhibitor
COc1ccc(cc1c2c3c([nH]cn3)nc(n2)N)Br,2p2idb,2.3732,4,4,2,3,320.15,Inhibitor,Inhibitor
CC(=O)Nc1ccc(cc1)C(=O)O,2p2idb,1.3432,3,2,2,1,179.175,Inhibitor,Inhibitor
c1ccc2c(c1)c(ccn2)O,2p2idb,1.9404,2,1,0,2,145.161,Inhibitor,Inhibitor
c1cc(nc(c1)O)C(=O)O,2p2idb,0.4854,4,2,1,1,139.11,Inhibitor,Inhibitor
CC(=O)c1cccc(c1)O,2p2idb,1.5948,2,1,1,1,136.15,Inhibitor,Inhibitor
CC(=O)c1ccc(cc1)O,2p2idb,1.5948,2,1,1,1,136.15,Inhibitor,Inhibitor
Cc1c(cccn1)N[C@@H](C)c2ccc3c(c2)OCCCO3,2p2idb,3.72442,3,1,3,3,284.35900000000004,Inhibitor,Inhibitor
CNC(=O)c1c2c(cs1)OCCO2,2p2idb,0.8789,3,1,1,2,199.231,Inhibitor,Inhibitor
CC[C@@H]1C(=O)N(c2cnc(nc2N1C(C)C)Nc3ccc(cc3OC)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)C,2p2idb,4.2672,5,4,10,6,618.827,Inhibitor,Inhibitor
CCc1cnn2c1nc(cc2NCc3ccc[n+](c3)O)N4CCCC[C@H]4CCO,2p2idb,2.1699,4,3,7,4,397.50300000000004,Inhibitor,Non-inhibitor
CCS(=O)(=O)c1ccc2c(c1)C3=CN(C(=O)c4c3c(c[nH]4)CN2CC5CC5)C,2p2idb,3.0572,3,1,4,5,397.5,Inhibitor,Inhibitor
Cc1[nH]c(c2CCCC(=O)c12)-c1cc(NS(C)(=O)=O)ccc1Oc1ccccc1,ippidb,4.6729199999999995,4,2,5,4,410.495,Inhibitor,Inhibitor
c1cc(ccc1c2csc3c2OC(=CC3=O)N4CCOCC4)C(=O)NO,2p2idb,2.4771,4,2,3,4,372.402,Inhibitor,Inhibitor
Cc1c(sc-2c1C(=N[C@H](c3n2c(nn3)C)CC(=O)NCCCCCCCCCCNC(=O)C[C@H]4c5nnc(n5-c6c(c(c(s6)C)C)C(=N4)c7ccc(cc7)Cl)C)c8ccc(cc8)Cl)C,2p2idb,10.74612,6,2,17,8,938.068,Inhibitor,Inhibitor
c1ccc(cc1)c2cccc3c2OC(=CC3=O)N4CCOCC4,2p2idb,3.2966,2,0,2,4,307.349,Inhibitor,Inhibitor
CN1C[C@@H](CC1=O)CCn2c3ccccc3c4c2CCNC4=O,2p2idb,1.7956,2,2,3,4,311.385,Inhibitor,Inhibitor
Cc1nnc2n1-c3ccc(cc3C(=N[C@H]2CC(=O)Nc4ccc(cc4)N5CCC(CC5)[N+](C)(C)C)c6ccc(cc6)Cl)OC,2p2idb,5.83362,4,1,7,6,613.186,Inhibitor,Inhibitor
Cc1nnc2n1-c3ccc(cc3C(=N[C@H]2CC(=O)N4CCC(CC4)N(C)C)c5ccc(cc5)Cl)OC,2p2idb,4.07252,4,2,5,5,507.038,Inhibitor,Inhibitor
Cc1cc(cc(c1)Nc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(cc5)F)C,2p2idb,5.43114,4,2,5,5,442.542,Inhibitor,Inhibitor
c1cc(ccc1C=CC(=O)c2ccc(cc2O)O)O,2p2idb,2.6995,4,3,3,2,256.257,Inhibitor,Inhibitor
CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)N4CCC[C@H](C4)O,2p2idb,1.9653,4,1,3,4,360.435,Inhibitor,Inhibitor
Cc1c(c(on1)C)c2cc3c(c(c(cn3)C(=O)O)Nc4ccccc4C(C)(C)C)nc2OC,2p2idb,5.64954,6,2,5,4,446.50699999999995,Inhibitor,Inhibitor
CC1(C(=O)Nc2cc(c(cc2O1)NS(=O)(=O)c3cc(ccc3OC)Br)OC)C,2p2idb,3.3766,6,2,5,3,471.329,Inhibitor,Inhibitor
CCn1cnc2c1C(=O)NC(=O)N2Cc3ccc(cc3)Cl,2p2idb,1.6079,3,2,3,3,304.737,Inhibitor,Inhibitor
C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3cccc(c3)NC(=O)C)NC(=O)OC(C)C,2p2idb,4.6328,4,2,4,3,423.51300000000003,Inhibitor,Inhibitor
CNC(=O)c1cccc(c1)-c1ccc2N([C@@H](C)CN(C(=O)c3ccco3)c2c1)C(C)=O,ippidb,3.708,3,1,3,4,417.465,Inhibitor,Inhibitor
C[C@@H]1C(=O)N(CCN1CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)OC)C,2p2idb,2.0582,6,2,7,5,479.585,Inhibitor,Inhibitor
Cc1cc(cc(c1OCCN2CCCC2)C)C3=Nc4cc(cc(c4C(=O)N3)OC)OC,2p2idb,3.6987400000000004,5,3,7,4,423.51300000000003,Inhibitor,Inhibitor
CN1CCc2c(C1)sc1nc([nH]c(=O)c21)-c1cc(C)c(O)c(C)c1,ippidb,2.9619400000000002,3,4,1,4,341.436,Inhibitor,Inhibitor
CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)NC4CCCCCC4,2p2idb,3.821,3,1,4,4,372.49,Inhibitor,Inhibitor
C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3ccc(cc3)CN4CCCCC4)Nc5ccccc5,2p2idb,6.6378,1,2,5,5,453.63,Inhibitor,Non-inhibitor
Cc1nnc2n1-c3ccc(cc3N(C[C@H]2C)c4ccc(cc4)Cl)c5ccc(nc5)N,2p2idb,5.12852,3,1,2,5,416.916,Inhibitor,Inhibitor
CN1c2ccccc2NC(CC1=O)c1ccccc1,ippidb,3.2063,1,1,1,3,252.317,Inhibitor,Inhibitor
CCc1cc2c(CCCC2=O)n1Cc1ccccc1,ippidb,3.6178,1,0,3,3,253.345,Inhibitor,Inhibitor
Cc1cnc(nc1Nc2cccc(c2)S(=O)(=O)NC(C)(C)C)Nc3ccc(cc3)OCCN4CCCC4,2p2idb,4.82362,5,4,10,4,524.691,Inhibitor,Inhibitor
Cc1cc(N=Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)c(N)cc1O,ippidb,3.89402,4,3,5,3,383.43300000000005,Inhibitor,Inhibitor
Cc1cccnc1-n1nc(nc1-c1c[nH]c(=O)c(Cl)c1)-c1ccccc1,ippidb,3.6464199999999996,4,1,3,4,363.80800000000005,Inhibitor,Inhibitor
CC(=O)Nc1cccc(c1)-c1cc(C)[n+]([O-])c2ccccc12,ippidb,3.4070199999999997,1,1,2,3,292.33799999999997,Inhibitor,Inhibitor
Cc1c(c(on1)C)c2cc(cc(c2)O)[C@@H](c3ccccc3)O,2p2idb,3.74574,3,2,3,3,295.33799999999997,Inhibitor,Inhibitor
Cc1c(c(on1)C)c2ccc3c(c2)ncc(c3Nc4ccccc4C(C)(C)C)C(=O)O,2p2idb,6.24594,4,2,4,4,415.49300000000005,Inhibitor,Inhibitor
CN1N=C(c2ccccc2)c2cc(Cl)ccc2-n2c(C)nnc12,ippidb,3.43132,2,0,1,4,323.78700000000003,Inhibitor,Inhibitor
Cc1nnc2CN=C(c3ccccc3)c3cc(Cl)ccc3-n12,ippidb,3.5801199999999995,2,0,1,4,308.772,Inhibitor,Inhibitor
CCOc1cc(cc(c1)-c1c(C)noc1C)C(C)O,ippidb,3.4104400000000004,3,1,4,2,261.32099999999997,Inhibitor,Inhibitor
C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3cc[nH]n3)Nc4ccc(cc4)C#N,2p2idb,4.2466800000000005,2,3,3,4,371.444,Inhibitor,Inhibitor
C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3cc[nH]n3)Nc4ccccc4Cl,2p2idb,5.0284,2,3,3,4,380.879,Inhibitor,Inhibitor
Cc1nnc2n1-c3ccc(cc3[C@@H](CC2)Nc4ccc(cc4)Cl)c5cnn(c5)C,2p2idb,4.729019999999999,3,1,3,5,404.905,Inhibitor,Inhibitor
CCNC(=O)c1cc2c([nH]1)C(=O)N(C=C2c3cc(ccc3Oc4c(cc(cc4C)F)C)C(C)(C)O)C,2p2idb,5.05894,5,3,6,4,491.56300000000005,Inhibitor,Inhibitor
COC(=O)CC1N=C(c2cc(OC)ccc2-n2c(C)nnc12)c1cccc2[nH]ccc12,ippidb,3.5208199999999996,5,1,4,5,415.45300000000003,Inhibitor,Inhibitor
Cc1noc(C)c1-c1ccccc1,ippidb,2.95844,1,0,1,2,173.215,Inhibitor,Inhibitor
Cc1ccc(cc1)-c1cn(C)c2c1nc[nH]c2=O,ippidb,2.2370200000000002,2,2,1,3,239.278,Inhibitor,Inhibitor
Cn1cc(-c2ccccc2)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.75917,3,2,3,4,415.54,Inhibitor,Inhibitor
CNC(=O)c1cc2c(s1)c(cn(C)c2=O)-c1ccc(OC)c(OC)c1,ippidb,2.6438,4,1,4,3,358.41900000000004,Inhibitor,Inhibitor
Oc1ccc(cc1)-c1nc2sc3CCCCc3c2c(=O)[nH]1,ippidb,3.236,3,3,1,4,298.367,Inhibitor,Inhibitor
FC(F)(F)c1ccc(cc1)-c1nc2sc3CCCc3c2c(=O)[nH]1,ippidb,4.1591,2,2,1,4,336.338,Inhibitor,Inhibitor
Cc1noc(C)c1-c1cccc(c1)S(=O)(=O)NC1CC1,ippidb,2.39914,3,1,4,3,292.36,Inhibitor,Inhibitor
CC[C@@H](C)N1c2ccccc2C(=O)N(c3c1nc(nc3)Nc4ccc(cc4OC)C(=O)N5CCC(CC5)N6CCN(CC6)C)C,2p2idb,4.6074,5,4,7,6,612.779,Inhibitor,Inhibitor
Cc1nnc2n1-c3cc(ccc3C(=N[C@H]2[C@@H](C)C(=O)OC)c4ccc(cc4)Cl)OC,2p2idb,3.9389199999999995,5,0,4,4,424.88800000000003,Inhibitor,Inhibitor
CC[C@H]([C@H]1c2nnc(n2-c3cc(ccc3C(=N1)c4ccc(cc4)Cl)OC)C)C(=O)OC,2p2idb,4.32902,5,0,5,4,438.915,Inhibitor,Inhibitor
Oc1c(Br)cc(cc1Br)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,ippidb,5.5284,4,2,5,3,512.183,Inhibitor,Inhibitor
Oc1c(Cl)cc(cc1Cl)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,ippidb,5.3102,4,2,5,3,423.281,Inhibitor,Inhibitor
CCc1c-2c([nH]n1)OC(=O)c3c2cccc3,2p2idb,2.2317,2,2,1,3,214.22400000000002,Inhibitor,Inhibitor
CN(C)/C=C/C(=O)c1ccccc1O,2p2idb,1.6502,2,2,3,1,191.23,Inhibitor,Inhibitor
c1cc(c2c(c1)OC(=CC2=O)c3ccc(c(c3)O)O)O,2p2idb,2.5768,4,3,1,3,270.24,Inhibitor,Inhibitor
c1cc(c(cc1C2=CC(=O)c3c(cc(cc3O2)O)O)O)O,2p2idb,2.2824,5,4,1,3,286.23900000000003,Inhibitor,Inhibitor
Cc1c-2c([nH]n1)OC(=O)c3c2cccc3,2p2idb,1.9777200000000001,2,2,0,3,200.197,Inhibitor,Inhibitor
CCC(CC)Cc1ccn-2c1NC(=O)c3c2cccc3Cl,2p2idb,4.4129,1,2,4,3,302.805,Inhibitor,Inhibitor
CN(C)Cc1ccn-2c1NC(=O)c3c2cccc3Cl,2p2idb,2.4958,1,3,2,3,275.73900000000003,Inhibitor,Inhibitor
c1ccc2c(c1)C(=O)N=C3N2CC[C@@H]3CN4CCCCC4,2p2idb,2.3697,2,1,2,4,283.375,Inhibitor,Inhibitor
c1ccc(cc1)[C@H]2CCCN(C2)/C=C/C(=O)c3ccccc3O,2p2idb,3.9682,2,2,4,3,307.393,Inhibitor,Inhibitor
c1ccc(c(c1)C(=O)/C=C/N2CCc3c[nH]nc3C2)O,2p2idb,1.87,3,4,3,3,269.30400000000003,Inhibitor,Inhibitor
CC(=O)N1CCc2c(c(nn2C3CCOCC3)c4cccc5c4cnc(c5)c6cnn(c6)C)C1,2p2idb,3.7549,5,1,3,6,456.55,Inhibitor,Inhibitor
CCOc1ccc(cc1c2cccc(c2)N3CCCC(C3)(F)F)C(=O)C,2p2idb,5.1904,2,0,5,3,359.416,Inhibitor,Inhibitor
CC(=O)N1CCc2c(c(nn2CC3CC3)c4cccc5c4cc[nH]5)C1,2p2idb,3.346,2,2,3,5,334.423,Inhibitor,Inhibitor
CC(=O)c1cn(c2c1cccc2)CC(=O)N3CCC[C@@H](C3)C(=O)O,2p2idb,2.1671,4,2,4,3,328.36800000000005,Inhibitor,Non-inhibitor
Cn1cc(cn1)c2cc3c(cc2C(F)F)N(CCC3)c4ccc5c(c4)N(C(=O)S5)C,2p2idb,5.0224,2,0,3,5,426.49199999999996,Inhibitor,Inhibitor
CNC(=O)c1c[nH]c2c1cc(cc2)N3CCCc4c3cc(c(c4)c5cnn(c5)C)C(F)F,2p2idb,4.9499,2,2,4,5,435.478,Inhibitor,Inhibitor
COC(=O)c1c[nH]c2c1cccc2,2p2idb,1.9545,2,1,1,2,175.187,Inhibitor,Inhibitor
Cc1ccc2c(c1)O[C@@H](CN2C(=O)NC)C,2p2idb,1.92172,2,1,0,2,220.27200000000002,Inhibitor,Inhibitor
CC(=O)N1CCc2c(c(nn2[C@H]3CCOC3)N4CCCc5c4ccc(c5)c6cnn(c6)C)C1,2p2idb,3.2339,4,1,3,6,446.555,Inhibitor,Inhibitor
CCOc1ccc(cc1NC(=O)c2cc(cc(c2)NC(=O)c3ccco3)NC(=O)C)C(=O)C,2p2idb,4.3439,5,3,8,3,449.463,Inhibitor,Inhibitor
CCOc1ccc(cc1c2cccc(c2)c3n[nH]nn3)C(=O)C,2p2idb,3.135,5,3,5,3,308.341,Inhibitor,Inhibitor
CCOc1ccc(cc1NC(=O)c2cc(cc(c2)c3n[nH]nn3)c4cscn4)C(=O)C,2p2idb,3.8438,7,4,7,4,434.481,Inhibitor,Non-inhibitor
CCOc1ccc(cc1Nc2ccc3ccn(c3c2)S(=O)(=O)C)C(=O)C,2p2idb,3.7939,4,1,6,3,372.44599999999997,Inhibitor,Inhibitor
CCOc1ccc(cc1Nc2cc(cc(c2)C(=O)OC)C(=O)OC)C(=O)C,2p2idb,3.6047,6,1,7,2,371.389,Inhibitor,Inhibitor
CCc1c(c([nH]c1C(=O)NCc2c(ccc3c2c(ccc3)O)O)C)C(=O)C,2p2idb,3.5825199999999997,4,4,5,3,366.417,Inhibitor,Inhibitor
CCc1c(c([nH]c1C(=O)NCc2cccc3c2cccc3)C)C(=O)C,2p2idb,4.17132,2,2,5,3,334.41900000000004,Inhibitor,Inhibitor
CCc1c(c([nH]c1C(=O)N[C@@H]2c3cc(ccc3CC[C@H]2O)Cl)C)C(=O)C,2p2idb,3.5197199999999995,3,3,4,3,374.86800000000005,Inhibitor,Inhibitor
CCc1c(c([nH]c1C(=O)NCc2cccc(c2)Cl)C)C(=O)C,2p2idb,3.6715199999999997,2,2,5,2,318.80400000000003,Inhibitor,Inhibitor
CC(=O)c1cn(c2c1cccc2)C,2p2idb,2.3809,1,0,1,2,173.215,Inhibitor,Inhibitor
CC(=O)c1ccc(c(c1)OC)N,2p2idb,1.48,2,1,2,1,165.192,Inhibitor,Inhibitor
COC(=O)c1cccc(c1)C(=O)Nc2c3c(nc[nH]3)ncn2,2p2idb,1.3918,6,3,3,3,297.274,Inhibitor,Non-inhibitor
CN1C=C(C=CC1=O)C(=O)Nc2cccc(c2)C(=O)O,2p2idb,1.3358,4,2,3,2,272.26,Inhibitor,Inhibitor
