SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Actual,pdCSM-PPI
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCCCN2)c1)c3cc(Cl)cc(Br)c3O,timbal,2.3369,6,7,8,3,568.812,Inhibitor,Inhibitor
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccccc3)C(=O)O,timbal,3.3487,5,2,7,3,485.389,Inhibitor,Inhibitor
NC(=N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C[S+]([O-])C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O,timbal,-4.4250300000000005,10,11,9,2,668.686,Inhibitor,Inhibitor
Cn1nc(CC(CC(=O)O)c2ccc3OCOc3c2)cc1OCCc4ccc5CCCNc5n4,timbal,3.3244,7,2,9,5,464.522,Inhibitor,Inhibitor
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C2)C(=O)OCc4ccccc4)C(=O)O,timbal,2.7629599999999996,9,5,14,4,653.758,Inhibitor,Inhibitor
CCCCC\N=C/1\C(\C(=C1O)O)=N\[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O,timbal,3.615,6,4,10,3,519.385,Inhibitor,Inhibitor
OC1CNC(=NC1)Nc2cncc(c2)C(=O)NCC(=O)N[C@H](CC(=O)O)c3cc(Br)cc(Cl)c3O,timbal,0.9971,7,7,8,3,569.8,Inhibitor,Inhibitor
CN1[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)Nc2ccccc2SSc3ccccc3C1=O,timbal,1.008,6,7,6,3,601.711,Inhibitor,Inhibitor
CC(C)(C)OC(=O)N[C@@H](CCCCN)C(=O)N1CCCC(C1)C(=O)NCCCC(=O)O,timbal,1.2283,6,5,11,1,442.55699999999996,Inhibitor,Inhibitor
CCN(CC)c1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(OC)n1,timbal,3.7883,8,3,11,3,534.404,Inhibitor,Inhibitor
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)c4ccc(Cl)cc4)C(=O)O)cc2,timbal,4.8334,5,2,8,4,479.96,Inhibitor,Inhibitor
COC1=C(C(=O)N(CCO)N=C1)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,timbal,2.6437,7,3,9,3,506.342,Inhibitor,Inhibitor
CN(C)C(=O)Oc1ccc(C[C@H](Nc2nc(ncc2c3ccccc3C)N(C)C4CCC4)C(=O)O)cc1,timbal,4.6089199999999995,6,3,9,4,503.603,Inhibitor,Inhibitor
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CCCCN2C1=O)C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)C,timbal,-0.2256,8,7,6,3,609.727,Inhibitor,Inhibitor
NC(=O)C1(CCCCC1)NC(=O)[C@@H](CCCC(=O)O)NC(=O)[C@@H](CCCCNC(=O)\C=C\c2cccnc2)NC(=O)c3cccc(Nc4nc5ccccc5[nH]4)c3,timbal,3.8439,9,9,20,5,779.8989999999999,Inhibitor,Inhibitor
CC[C@@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)O)NC(=O)[C@@H](N)Cc2ccc(O)cc2,timbal,-0.2532,7,7,7,2,569.706,Inhibitor,Inhibitor
OC(=O)[C@H](CNC(=O)C1=NOC(CCCCNc2ncc[nH]2)C1)NS(=O)(=O)c3ccc(cc3)c4ccccc4,timbal,2.3517,7,6,14,4,554.629,Inhibitor,Inhibitor
OC(=O)C[C@H](NC(=O)CNC(=O)c1cccc(NC2=NCC(F)CN2)c1)c3cc(Cl)cc(Br)c3O,timbal,2.5793,6,6,8,3,570.803,Inhibitor,Inhibitor
CC(=O)N[C@@H]1CSSC(C)(C)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC1=O)C(=O)N,timbal,-3.7511,8,9,8,1,619.727,Inhibitor,Inhibitor
COc1cc(CN2CCCC2)cc(OC)c1c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4S(=O)(=O)c5cc(Cl)cc(Cl)c5)C(=O)O)cc3,timbal,5.6287,7,3,12,5,704.673,Inhibitor,Inhibitor
CCN(CC)CCCNC(=O)c1cnn(c2nc(cs2)c3ccc(cc3)C(F)(F)F)c1C(F)(F)F,timbal,5.4951,3,2,9,3,519.515,Inhibitor,Inhibitor
Cc1cccc(c1)C(=O)N2CCc3c(C2)cc(Cl)c(C(=O)N[C@@H](CNC(=O)c4cccs4)C(=O)O)c3Cl,timbal,4.1748199999999995,5,4,7,4,560.4590000000001,Inhibitor,Inhibitor
CC(C)C[C@@H]1N([C@H](C)CCN([C@@H](Cc2ccc3ccccc3c2)C(=O)N)C1=O)C(=O)Cc4ccc5ccccc5c4,timbal,5.4962,3,3,8,5,549.715,Inhibitor,Non-inhibitor
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3ccccc3F)C(=O)O)cc1,timbal,3.4509,7,3,7,3,424.43199999999996,Inhibitor,Inhibitor
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(F)CN2)c1)c3cc(Br)cc(Br)c3O,timbal,2.394,7,7,8,3,631.253,Inhibitor,Inhibitor
Cn1cc(C(=O)Nc2cc(F)c(CC(=O)N3CCC[C@H]3CO[C@@H]4CC[C@H](CC4)C(=O)O)cc2Cl)c5ccccc15,timbal,5.4166,6,3,8,5,570.061,Inhibitor,Inhibitor
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCCC3)S(=O)(=O)c4ccc(Cl)cc4)C(=O)O)cc2,timbal,5.3043,6,2,9,4,556.08,Inhibitor,Inhibitor
C[C@@H]1NC(=O)C[S+]([O-])C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O)C(=O)O,timbal,-5.5631,9,9,7,1,576.589,Inhibitor,Inhibitor
NC(=N)c1ccc(NC(=O)c2ccc3CN(CCc4ccccc4)C(=O)C(CC(=O)O)Nc3c2)cc1,timbal,3.06307,4,6,8,4,485.54400000000004,Inhibitor,Inhibitor
COC(=O)N[C@@H](Cc1ccc(cc1)C2=C(OC)C=NN(C)C2=O)C(=O)O,timbal,0.8076,7,2,6,2,361.35400000000004,Inhibitor,Inhibitor
CC1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)NC1=O,timbal,-2.8115,7,8,8,2,560.612,Inhibitor,Inhibitor
OC(=O)C[C@@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3cccnc3,timbal,1.732,5,4,8,3,416.522,Inhibitor,Inhibitor
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(Nc4oc5cc(F)ccc5n4)c(Cl)c3,timbal,5.5054,7,3,8,5,547.986,Inhibitor,Inhibitor
Cc1cc(cc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCCNc3ccccn3)C2)C(=O)O)c4ccccc4,timbal,3.6404400000000003,7,4,14,4,593.706,Inhibitor,Inhibitor
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCCCC3C(=O)NCCCCC(=O)O)cc2,timbal,3.9337199999999997,5,5,10,3,494.592,Inhibitor,Inhibitor
COCCOCCOCCOCC(=O)Nc1cc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)ccc1OCCCc3ccc4CCCNc4n3,timbal,4.079,11,4,23,4,782.835,Inhibitor,Inhibitor
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@@]3(C)CCCO3)C(=O)O)cc2,timbal,3.0432,5,2,7,3,383.444,Inhibitor,Inhibitor
CCCCOC(=O)N1C[C@]2(C[C@H]1CNc3ncc[nH]3)CC(=NO2)C(=O)NC[C@H](NS(=O)(=O)c4c(C)cc(C)cc4C)C(=O)O,timbal,1.82086,9,7,13,4,633.7280000000001,Inhibitor,Inhibitor
OC(=O)CC(Cc1onc(CCCc2ccc3CCCNc3n2)n1)c4cnc5ccccc5c4,timbal,4.3472,6,2,9,5,457.534,Inhibitor,Inhibitor
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3c4ccc(cc4)[N+](=O)[O-])C(=O)O)cc2,timbal,4.0599,5,2,10,4,519.554,Inhibitor,Inhibitor
Cc1cc(C)cc(c1)S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](CNC(=O)NCc3ccccc3)C(=O)O,timbal,1.52534,6,4,9,3,502.593,Inhibitor,Inhibitor
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)c2ccccc2)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)O,timbal,2.1972,8,6,15,2,582.654,Inhibitor,Inhibitor
CC(C)CS(=O)(=O)c1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)cc(n1)C(=O)O,timbal,3.6664,10,4,11,3,596.4490000000001,Inhibitor,Inhibitor
Cc1ccc2c(c1)c(cn2S(=O)(=O)C)C(=O)NC[C@H](NC(=O)c3c(Cl)cc4CN(CCc4c3Cl)C(=O)c5ccc(Cl)cc5)C(=O)O,timbal,4.52912,7,4,8,5,706.0039999999999,Inhibitor,Inhibitor
NC(=N)NCCC[C@@H]1NC(=O)CNC(=O)C(SC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O)c2ccc3ccccc3c2,timbal,-1.86293,9,10,8,3,672.721,Inhibitor,Inhibitor
Cc1ccnc(NCCCCOc2ccc(C[C@H](NS(=O)(=O)c3cccc(c3)C(F)(F)F)C(=O)O)cc2NC(=O)COCCOCCOCCOCCOCCOCCN)c1,timbal,3.6509199999999997,13,5,33,3,887.972,Inhibitor,Inhibitor
CCCCN(CCCC)C1=C(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)C(=O)C1=O,timbal,4.7511,6,3,14,3,561.466,Inhibitor,Inhibitor
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)C3(CCCC3)CCNC2=O)C(=O)O,timbal,0.9553,7,6,6,3,566.702,Inhibitor,Inhibitor
COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccc(OC)c(OC)c1)C(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,4.39602,8,5,16,3,620.703,Inhibitor,Inhibitor
OC1CNC(=NC1)Nc2cncc(c2)C(=O)NCC(=O)N[C@H](CC(=O)O)c3cc(Cl)cc(I)c3O,timbal,0.8392,7,7,8,3,616.8,Inhibitor,Inhibitor
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(F)CN2)c1)c3cc(Cl)cc(Cl)c3O,timbal,2.1758,7,7,8,3,542.351,Inhibitor,Inhibitor
OC(=O)c1ccc(OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(NC(=O)Nc4ccccc4Br)c(Cl)c3)cc1,timbal,6.0052,6,4,8,4,604.86,Inhibitor,Inhibitor
OC(=O)[C@H](CNC(=O)c1ccc2c(cnn2CCCCNC3=NCCN3)c1)NC(=O)OCc4ccccc4,timbal,1.4747,6,5,12,4,521.578,Inhibitor,Inhibitor
NCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc(OCCNC2=NCCCN2)cc1)C(=O)O,timbal,-1.9346,6,6,12,2,456.525,Inhibitor,Inhibitor
NC(=N)NCCC[C@@H]1NC(=O)CC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)CNC1=O,timbal,-2.05863,6,8,8,2,489.533,Inhibitor,Inhibitor
OC(=O)CC(CC1CCN(CC1)C(=O)CCc2ccc3CCCNc3n2)c4ccc5OCOc5c4,timbal,3.9882,6,3,8,5,479.577,Inhibitor,Inhibitor
COc1ccc(cn1)[C@@H](CCCCCCc2ccc3CCCNc3n2)CC(=O)O,timbal,4.5948,5,2,11,3,397.519,Inhibitor,Inhibitor
NC(=N)NC[C@@H]1NC(=O)N(CC(=O)NCC(NC(=O)OCc2ccccc2)C(=O)O)C1=O,timbal,-2.11433,7,8,10,2,449.42400000000004,Inhibitor,Inhibitor
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3cnc4ccccc4c3,timbal,4.0329,5,3,9,4,432.524,Inhibitor,Inhibitor
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3cccc(F)c3,timbal,3.6238,5,3,9,3,399.466,Inhibitor,Inhibitor
CS(=O)(=O)CCCC1(CCCC1)C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,timbal,4.7428,6,3,11,3,569.507,Inhibitor,Inhibitor
c1cc(cc(c1)C(F)(F)F)c2csc(n2)n3c(c(cn3)C(=O)NCCCCN)C(F)(F)F,timbal,4.5021,3,2,7,3,477.434,Inhibitor,Inhibitor
CCCN(C(=O)CC(=O)O)C1=C(C)C[C@H](N([C@@H](C)c2ccc(N)cc2)C1=O)c3ccccc3,timbal,4.2907,4,4,8,3,449.551,Inhibitor,Inhibitor
CC1(C)C(CC(=O)O)C1c2ccc(OCCc3ccc4CCCNc4n3)cc2,timbal,4.2755,4,2,7,4,380.48800000000006,Inhibitor,Inhibitor
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\N=C\3/C(=O)C(=C3N4CCCCC4)O,timbal,3.1689999999999996,6,3,7,4,517.369,Inhibitor,Inhibitor
CC(=O)N1CSC[C@@H]1C(=O)N\C(=C/c2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)\C(=O)O,timbal,3.1038,6,4,6,3,509.371,Inhibitor,Inhibitor
NC(=N)c1ccc(cc1)N2CCC3(CCN(CC3)C(=O)CCCCC(=O)O)C2=O,timbal,1.96117,4,4,7,3,400.47900000000004,Inhibitor,Inhibitor
NC(=N)NCCC(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)NCc2ccccc2,timbal,-0.48343,5,7,11,2,446.50800000000004,Inhibitor,Inhibitor
OC(=O)CCCC(=O)N1CCC2(CC1)CCN(CC2)c3ccncc3,timbal,2.5455,4,2,5,3,345.44300000000004,Inhibitor,Inhibitor
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CCC2=O)NC(=O)[C@@H]3CCC(=O)N3Cc4ccccc4,timbal,1.6431,6,3,8,4,463.49,Inhibitor,Inhibitor
NC(=N)c1ccc(cc1)N2CC3(CCN(CC3)C(=O)CCCC(=O)O)CC2=O,timbal,1.57107,4,4,6,3,386.452,Inhibitor,Inhibitor
NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,timbal,-3.6287,8,9,17,1,550.573,Inhibitor,Inhibitor
COc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cc(Cl)cc(Cl)c3)C(=O)O)cc1,timbal,2.9672,6,2,8,3,501.38800000000003,Inhibitor,Inhibitor
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCOC[C@H]3C(=O)N4CCC(CC(=O)O)CC4)cc2,timbal,3.12222,6,5,7,4,522.602,Inhibitor,Inhibitor
OC(=O)CC(Cc1csc(CCCc2ccc3CCCNc3n2)n1)c4cccc(F)c4,timbal,5.0116,5,2,9,4,439.556,Inhibitor,Inhibitor
CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC1=O)C(=O)O,timbal,-3.0556,9,9,10,2,632.722,Inhibitor,Inhibitor
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5cc(OC(=O)N6CCN(CC6)C(=O)c7ccc(COC(=O)N[C@@H](CCC(=O)N8CCN(CC8)c9cccc(NC%10=NCCCN%10)c9)C(=O)O)cc7)ccc5nc34)C2=O,timbal,3.6060000000000003,13,8,12,10,1025.089,Inhibitor,Inhibitor
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)CCNC2=O)C(=O)O,timbal,-0.7825,6,6,5,2,456.546,Inhibitor,Inhibitor
Cc1cc(F)ccc1Nc2oc3c(F)c(CC(=O)N4C[C@@H](F)C[C@H]4CO[C@@H]5CC[C@H](CC5)C(=O)O)ccc3n2,timbal,5.299519999999999,8,3,8,5,545.558,Inhibitor,Inhibitor
CC(=O)N1CSC[C@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O,timbal,0.4255,5,4,5,2,338.385,Inhibitor,Inhibitor
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)C)C(=O)O,timbal,-4.038,9,9,17,0,544.566,Inhibitor,Inhibitor
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cccc(NC2=NCCCN2)c1)c3cc(Cl)cc(Cl)c3O,timbal,2.5222,5,6,8,3,508.36199999999997,Inhibitor,Inhibitor
CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,timbal,-2.1754,7,8,9,2,588.6659999999999,Inhibitor,Inhibitor
NCCOCCOCCOCC(=O)Nc1cc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)ccc1OCCCNc3ccc4CCCNc4n3,timbal,3.2607,10,6,23,4,782.8389999999999,Inhibitor,Inhibitor
Cc1cccc(NCCCCOc2ccc(C[C@H](NS(=O)(=O)c3cccc(c3)C(F)(F)F)C(=O)O)cc2N)n1,timbal,4.23632,6,4,13,3,566.602,Inhibitor,Inhibitor
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CC(C2=O)c3ccc(O)cc3)NC(=O)[C@@H]4CCC(=O)N4Cc5ccccc5,timbal,2.7424,7,4,9,5,555.587,Inhibitor,Inhibitor
CN1[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@H](SSC[C@H](NC(=O)C)C1=O)c2ccccc2)C(=O)N,timbal,-2.4462,8,9,9,2,681.798,Inhibitor,Inhibitor
COc1ccc(cn1)[C@H](CC(=O)O)N2CCN(CCCc3ccc4CCC(O)Nc4n3)C2=O,timbal,2.0479,7,5,9,4,455.515,Inhibitor,Inhibitor
CC(=O)N[C@@H](CCCCN)C(=O)N1CCCC(C1)C(=O)NCCC(=O)O,timbal,-0.5504,5,5,10,1,370.45,Inhibitor,Inhibitor
OC(=O)C[C@H](Cc1csc(CCCCNc2cc(ccn2)N3CCOCC3)n1)c4ccc5OCOc5c4,timbal,4.3392,7,2,12,5,524.643,Inhibitor,Inhibitor
COc1ccc(cn1)C(CC(=O)O)Cc2csc(CCCCNc3cc(ccn3)N4CCOCC4)n2,timbal,4.0141,7,2,13,4,511.648,Inhibitor,Inhibitor
COc1cccc(OC)c1c2ccc(CC(Nc3ccccc3)C(=O)O)cc2,timbal,4.4786,4,2,8,3,377.44,Inhibitor,Inhibitor
NC(=N)NCCCNC(=O)C1CCC(=O)N2CC(CCC(=O)O)C2C1,timbal,-0.53233,4,6,8,2,353.423,Inhibitor,Inhibitor
NC(=N)c1ccc(COc2ccc3C(=O)N(CC(=O)O)CCCc3c2)cc1,timbal,2.02267,4,4,6,3,367.405,Inhibitor,Inhibitor
CN1Cc2cc(ccc2NC(CC(=O)O)C1=O)C(=O)N3CCC(CC3)C4CCNCC4,timbal,1.7656,4,5,4,4,428.533,Inhibitor,Inhibitor
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@@H]3[C@@H](O)CCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4)C(=O)O)cc2,timbal,3.605,7,3,9,4,593.485,Inhibitor,Inhibitor
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)c3cccc(NC2=O)c3)C(=O)N,timbal,0.3642,5,6,5,3,503.606,Inhibitor,Non-inhibitor
OC(=O)CC1COc2ccc(NC(=O)c3ccc(cc3)C(=N)N4CCOCC4)cc2C1,timbal,2.62227,5,4,5,4,423.469,Inhibitor,Inhibitor
COc1ccnc(NCCCCc2noc(C[C@@H](CC(=O)O)c3ccc4OCOc4c3)n2)c1,timbal,3.4377,8,2,12,4,454.483,Inhibitor,Inhibitor
CC(C)(C)CC(=O)N1C[C@@H](C[C@H]1CNc2ccccn2)OCC(=O)NC[C@H](NC(=O)C3(C)CCCCC3)C(=O)O,timbal,2.5718,7,5,12,3,559.7080000000001,Inhibitor,Inhibitor
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccc(NC(=O)c4c(Cl)ccnc4Cl)cc3)C(=O)O,timbal,5.3028,7,3,9,4,674.39,Inhibitor,Inhibitor
NC(=N)NCCCOc1ccc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)cc1N,timbal,1.51377,5,6,11,2,503.50300000000004,Inhibitor,Inhibitor
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N3CCC(CC(=O)O)CC3,timbal,4.42572,5,5,10,3,522.646,Inhibitor,Inhibitor
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\N=C/3\C(\C(=C3O)O)=N\C4CC4,timbal,2.5872,6,4,7,4,489.315,Inhibitor,Inhibitor
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)O,timbal,2.88832,9,8,16,3,708.813,Inhibitor,Inhibitor
OC(=O)CCCC(=O)N1CCC2(CCC(CC2)C(=O)N3CCC(CC3)C4CCNCC4)CC1,timbal,3.2785,4,4,6,4,461.647,Inhibitor,Inhibitor
CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc2ccc(OCc3c(Cl)cccc3Cl)cc2)C(=O)O,timbal,3.6057,5,3,8,3,497.4,Inhibitor,Inhibitor
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)C(=O)N4CCCC4)C(=O)O)cc2,timbal,2.6457,6,3,8,4,466.534,Inhibitor,Inhibitor
CC(C)(CC(=O)O)Cc1onc(CCCc2ccc3CCCNc3n2)n1,timbal,3.0414,5,2,8,3,358.44199999999995,Inhibitor,Inhibitor
OC(=O)CN(CC(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O)S(=O)(=O)c3ccc(F)cc3,timbal,3.5989,9,3,13,3,613.447,Inhibitor,Inhibitor
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)[C@@H]3CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4,timbal,4.9127,7,3,9,4,660.363,Inhibitor,Inhibitor
OC(=O)[C@H](CCC(=O)N1CCN(CC1)c2cccc(NC3=NCCCN3)c2)NC(=O)Cc4ccccc4,timbal,1.6887,4,5,9,4,506.60699999999997,Inhibitor,Inhibitor
COc1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(n1)N4CCNCC4,timbal,2.3517,8,4,9,4,547.403,Inhibitor,Inhibitor
CN([C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O)S(=O)(=O)c3ccc4ccccc4c3,timbal,5.3916,8,3,14,4,673.571,Inhibitor,Inhibitor
