SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccccn1,ippidb,7.0779,4,2,7,4,511.449,8.5228787453,8.48
Nc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1c(CC(=O)Nc2ccccc2)ccc(Cl)c1F,ippidb,7.9854,6,2,7,6,623.491,8.15,8.02
CN1CCN(CCCCN2c3ccc(I)cc3C(=O)N(Cc3ccc(Cl)cc3N)[C@@H](c3ccc(Cl)cc3)C2=O)CC1,ippidb,5.9381,2,4,8,5,706.456,5.25,5.76
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1cc(Cl)sc21)C(O)=O,ippidb,6.2898,6,4,6,5,620.53,8.0457574906,7.44
OCC[C@@H]1O[C@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,4.7956,3,2,6,4,420.336,6.0555173278,5.48
CCC1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCNC(=O)C5,timbal,4.7742,2,3,4,5,501.439,5.74472749489669,5.5
OC1CCC(C1)OC2(N(Cc3ccccc3)C(=O)c4ccccc24)c5ccc(Cl)cc5,timbal,5.1271,3,2,5,5,433.935,5.52287874528034,5.12
COCCOCCN1c2ccc(I)cc2C(=O)N([C@H](C)c2ccc(Cl)cc2O)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,6.2579,5,2,9,4,669.343,5.61,5.34
OCCCOC1(N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)c3ccccc13)c4ccc(Br)cc4,timbal,4.6134,3,2,8,4,497.345,5.85387196432176,5.94
COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN([C@H]1CC=C)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,ippidb,6.4917,6,2,11,5,720.711,7.7,6.74
OC(=O)C[C@@H]1C[C@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,5.5515,3,2,6,4,432.347,5.6197887583,5.92
COc1c(Nc2ccnc3[C@@H](O)CCc23)ccc(NCCc2c[nH]c3c(cccc23)C(C)=C)c1F,ippidb,6.1215,4,4,8,5,472.564,7.07,6.78
O[C@@H]1CCc2c1nccc2Nc1ccc2N(CCc3c[nH]c4ccccc34)CC3(CCCC3)Oc2c1,ippidb,6.0404,3,3,5,7,480.612,5.52,6.69
CC(C)(C)C[C@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NC[C@H](O)[C@H](O)CO,ippidb,2.8522,7,6,7,4,586.463,6.3,6.25
CC(C)(C)OC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(C(O)=O)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.7544,7,1,6,4,565.444,8.82,7.73
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)c2ccc(I)cc2C1=O)c1ccc(OC(F)(F)F)cc1,ippidb,7.3894,5,2,9,4,700.879,5.98,6.19
CN1c2ncnn2[C@H](C2=C1c1cc(C)ccc1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,6.69572,3,0,2,6,564.281,6.36,5.49
CC(C)(C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OC(C)(C)C,timbal,2.99397,5,8,14,3,662.836,3.46980030179692,4.41
COc1ccc(C2=N[C@H]([C@H](N2C(=O)N2CCNC(=O)C2)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1,ippidb,5.8858,4,3,6,5,581.5,7.7281583935,6.78
CC(C)C1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCN(C)CC5,timbal,5.8358,1,3,4,5,515.51,5.92081875395238,7.01
O[C@H]1C[C@@H](OC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)C=C1,timbal,4.8113,3,2,6,5,476.916,5.72124639904717,6.46
CC#Cc1ccc2N(CCCCC(O)=O)C(=O)[C@@H](N([C@H](C)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.911,4,2,8,4,563.481,5.95,6.23
CN(C)CCCN1c2ccc(I)cc2C(=O)N(Cc2ccc(Cl)cc2N)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,5.8622,2,3,7,4,637.349,4.91,5.25
Cc1cc(Cl)ccc1CN1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCN2CCOCC2)c2ccc(I)cc2C1=O,ippidb,5.96892,3,2,6,5,664.371,4.72,5.61
CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,6.0939,2,1,4,4,515.245,6,5.63
CC[C@@H]([C@H](C)O)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,5.691,4,3,7,3,478.416,8.9586073148,7.65
O[C@@H]1CCc2c1nccc2Nc1ccc(NCCc2c[nH]c3ccccc23)cc1,ippidb,4.9407,2,4,6,5,384.483,8,7.02
OCCNCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.043,2,5,10,4,401.514,5.6,6.38
COc1ccc2c(CCNc3ccc(Nc4ccnc(CO)c4)cc3OC)c[nH]c2c1,ippidb,4.4706,4,4,9,4,418.497,6.6,6.57
OC1(N(Cc2ccc(Br)cc2)C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.9519,2,2,3,4,428.713,5.34678748622466,5.35
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1ncccc21)C(O)=O,ippidb,4.9699,7,4,6,5,581.044,7.2839966564,7.28
CCc1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,5.5173,4,3,5,4,483.351,5.82,5.82
CC(C)(C)OC(=O)Cc1ccc(Cl)cc1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.5493,6,1,6,5,586.495,8.3,6.88
COc1ccc2[nH]cc(CCNc3ccc(Nc4ccnc5ccccc45)cc3)c2c1,ippidb,6.1229,2,3,7,5,408.505,6.8,6.98
CO[C@H]1C[C@H](N(C1)C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N1CCOCC1,ippidb,5.7106,4,3,6,6,643.637,6.87,7.56
C[C@@H](N)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.9808,1,4,7,4,371.488,5.4,6.57
CC(C)(C)C[C@H]1N(O)[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NCC[C@H](O)CO,ippidb,3.983,7,5,7,4,586.463,5.69,6.47
Cc1ccc(cc1C)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,7.13656,3,1,4,4,451.353,7.01,6.51
NC(=O)c1nc(CC2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,6.346,4,1,5,4,464.343,7.82,7.84
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCNC(=O)C1,ippidb,5.1943,2,3,4,5,529.493,7.06,5.86
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)c2ccc(I)cc2C1=O)c1ccc(Cl)cc1N,ippidb,6.7264,4,3,8,4,666.343,6.6,5.9
CCc1ccc(cc1)[C@@H]1N([C@H](C(O)=O)c2ccccc2)C(=O)c2cc(I)ccc2NC1=O,ippidb,4.8151,4,3,5,4,540.357,5.12,5.68
CNC(=O)CN1c2ccc(I)cc2C(=O)N([C@@H](C(O)=O)c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,4.7,5,3,6,4,652.272,5.48,5.89
CCOc1cc(ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@](C)(N1C(=O)N1CCNC(=O)C1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.1344,3,3,5,5,621.609,7.2839966564,7.19
CC(C)(C)OC(=O)NCC(C)(C)NC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.7662,8,3,9,5,718.633,8.7,8.07
CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCCCC4,timbal,3.09177,5,8,14,4,674.847,3.33441900898205,5.67
CCCC1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCNC(=O)C5,timbal,5.1643,2,3,5,5,515.466,5.50863830616573,5.91
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1cccc(C)n1,ippidb,7.38632,4,2,7,4,525.476,8.6989700043,8.54
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccncc1,ippidb,7.0779,4,2,7,4,511.449,8.0457574906,8.19
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(cc2C1=O)C#N)c1ccc(Cl)cc1,ippidb,4.82658,4,3,4,4,480.307,4.83,5.72
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2cc(Cl)ccc2C1=O)c1ccc(Cl)cc1,ippidb,5.6083,4,3,4,4,489.742,5.2,5.88
CN1CCN(CCNC(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(ncn2Cc2ccc(Cl)cc2)-c2ccccc2)CC1,ippidb,6.0307,2,4,8,6,587.555,6.52,7.11
C[C@@H](N1C(=O)c2ccccc2C1(OCCCCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4,timbal,6.2006,3,2,8,4,470.396,5.60205999132796,5.41
OC(=O)CCCCN1c2ccc(I)cc2C(=O)N(Cc2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,6.5832,4,2,8,4,637.301,5.09,5.4
C[C@H](N1C(=O)c2ccccc2C1(OCC3(CO)CC3)c4ccc(Cl)cc4)c5ccc(Cl)cc5,timbal,6.2006,3,2,7,5,482.407,5.05060999335509,5.77
OCc1ccc(COC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)cc1,timbal,5.8144,3,2,8,5,514.965,6.00877392430751,6.46
OC(=O)[C@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(Cc2ccncc2)c2ccc(I)cc2C1=O)c1ccc(Cl)cc1,ippidb,6.5492,5,2,6,5,672.306,5.36,5.57
OC1(N(CCc2ccccc2)C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.2319,2,2,4,4,363.844,5.14266750356873,4.83
CCOc1cc(OC)ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCO)CC1)c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,5.8936,4,4,8,5,686.445,6.85,6.84
OC(=O)C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)c1ccc(Cl)cc1,ippidb,5.9496,4,3,5,4,595.22,6.27,5.51
CN1c2ccc(I)cc2C(=O)N([C@@H](C(O)=O)c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,5.5838,4,2,4,4,595.22,5.66,5.77
Nc1cc(ccc1Cl)C1(CC1)N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCN2CCOCC2)c2ccc(I)cc2C1=O,ippidb,5.7318,3,3,6,6,691.397,4.6,5.9
Nc1cc(Cl)ccc1CN1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)c2ccc(I)cc2C1=O,ippidb,6.1654,4,3,8,4,652.316,6.09,5.89
C[C@@H]1CN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccnc4[C@H](O)CCc34)cc2O1,ippidb,5.1161,3,3,5,6,440.547,5.52,6.09
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N(C)C,ippidb,7.0937,2,3,6,5,599.628,7.85,7.59
CC(C)CC[C@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)C(O)=O,ippidb,4.9696,4,3,6,3,540.785,4.92,6.07
Cc1cccc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,ippidb,6.42272,1,3,6,5,392.506,7.7,6.97
CCOc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2ccccc12,ippidb,5.3598,2,3,8,4,372.472,7.2,6.35
CC(C)(C)C[C@@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1F)C(=O)NCC[C@H](O)CO,ippidb,4.45288,5,4,8,3,554.465,6.72,6.97
OC(=O)c1nc(-c2ccccc2F)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,6.3504,4,1,4,4,427.262,5.55,5.79
Clc1ccc(cc1)[C@@H]1[C@H](c2ccc(Cl)cc2)n2c(ccc(C(=O)N3CCOCC3)c2=O)N1S(=O)(=O)c1cccc(c1)C#N,ippidb,5.03878,5,1,5,6,635.529,5.8,6.16
OC[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,4.313,3,5,8,5,455.562,5.52,6.49
CC1(C)CN(C1)C(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.2151,6,2,6,6,615.512,8.22,8.08
CNC(=O)c1nc(-c2ccccc2)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,5.8727,2,1,4,4,422.315,5.63,5.69
Cc1cc(Nc2ccnc3[C@H](O)CCc23)ccc1NCCc1c[nH]c2c(C)cccc12,ippidb,5.55754,2,4,6,5,412.537,8.52,6.76
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1F)C(=O)N1CCN([C@H](C)C1)C(C)=O,ippidb,7.2238,4,4,6,6,714.735,8,7.29
CN(C)CCN(Cc1ccccc1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,5.9201,2,5,12,5,532.692,7.2,6.01
CN(C)CCNC(=O)c1cc(Cl)cc(c1)-n1c(nc(-c2nnn[nH]2)c1-c1cccc(Cl)c1F)C1CCCCC1,ippidb,5.5044,6,5,8,5,571.488,7.32,7.13
Cc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,7.53042,5,0,4,5,489.353,8.1,7.7
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1[C@H](C)CC[C@H]1C(=O)N1CCN(C)C(C)(C)C1,ippidb,7.168,2,4,5,6,668.735,7.72,7.44
CC[C@@H](O)CCNC(=O)[C@@H]1N[C@H](C2CCCC2)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,5.0531,5,4,7,5,566.476,6.47,6.61
COc1cccc2O[C@@H](C3=C(N(C)c4ncnn4[C@H]3c3ccc(Br)cc3)c12)c1ccc(Br)cc1,ippidb,6.3959,4,0,3,6,580.28,6.52,5.66
Cc1cccc(n1)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,6.05382,5,1,4,4,442.277,7.07,6.72
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCS(C)(=O)=O)CC1)c1ccc(F)cc1)c1ccc(F)cc1)C(C)(C)C,ippidb,5.988,6,3,8,5,652.808,7.22,6.75
Fc1ccc(cc1C#N)S(=O)(=O)N1[C@H]([C@@H](c2ccc(Cl)cc2)n2c1cccc2=O)c1ccc(Cl)cc1,ippidb,5.70548,4,0,4,5,540.403,6.66,5.91
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccnc3CCCc23)cc1,ippidb,5.4498,1,3,6,5,368.484,8,7.83
COc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2cc(C)ccc12,ippidb,5.27812,2,3,7,4,372.472,6.3,7.21
CCOc1cc(Cl)c(cc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(N)(=O)=O,ippidb,4.8341,6,5,8,6,764.132,8.05,7.46
CN1CCN(CC1)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,4.7959,4,4,3,5,565.492,5.54,6.77
FC(F)(F)c1ccc(O[C@]2(CCCN(C2)C(=O)c2cnccc2C(F)(F)F)C(=O)N2CCN(CC2)c2ccccn2)cc1,ippidb,4.9168,5,2,5,5,607.555,5.64,6.27
CCOc1cc(Nc2ccnc3[C@H](O)CCCc23)ccc1NCCc1c[nH]c2cc(OC)ccc12,ippidb,5.7381,4,4,9,5,472.589,7,6.83
Brc1ccc(cc1)[C@H]1Oc2ccccc2C2=C1[C@@H](c1ccc(Br)cc1)n1ncnc1N2,ippidb,6.363,3,1,2,6,536.227,5.41,5.62
CN1c2ncnn2[C@H](C2=C1c1ccc(F)cc1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,6.5264,4,0,2,6,568.244,6,6
CC(C)C1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCNC(=O)CC5,timbal,5.4103,2,3,4,5,529.493,5.95860731484177,6.34
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1nc(Cl)ccc21)C(N)=O,ippidb,5.024,6,4,6,5,614.505,7.9586073148,7.23
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1ccncc21)C(O)=O,ippidb,4.9699,7,4,6,5,581.044,7.2839966564,7.24
CC(C)(C)c1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.2524,4,3,4,4,511.405,5.64,5.99
CN1c2ncnn2[C@H](C2=C1c1ccc(Cl)cc1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,7.0407,3,0,2,6,584.699,4.82,5.59
O[C@@H]1CCCc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,ippidb,5.3308,2,4,6,5,398.51,7.1,7.31
CC(C)c1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.0783,4,3,5,4,497.378,5.99,5.68
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(Br)cc2C1=O)c1ccc(Cl)cc1,ippidb,5.7174,4,3,4,4,534.193,6.01,5.09
OC(=O)[C@@H](N1[C@@H](c2ccc(cc2)C(F)(F)F)C(=O)Nc2ccc(I)cc2C1=O)c1ccccc1,ippidb,5.2715,4,3,4,4,580.3,5.66,5.97
CN1c2ncnn2[C@H](C2=C1c1cc(ccc1O[C@@H]2c1ccc(Br)cc1)C#N)c1ccc(Br)cc1,ippidb,6.25898,3,0,2,6,575.264,5.51,5.96
Cc1cccc2c(CCN3CC4(CCCCC4)Oc4cc(Nc5ccnc6[C@H](O)CCc56)ccc34)c[nH]c12,ippidb,6.73892,3,3,5,7,508.666,7.52,6.07
Cc1ccc(cc1C)-c1nc(C(N)=O)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,6.53726,2,1,4,4,450.369,6.02,6.21
O[C@@H]1CC[C@@H](C1)OC2(N(Cc3ccc(cc3)C#N)C(=O)c4ccccc24)c5ccc(Cl)cc5,timbal,4.99878,3,2,5,5,458.945,5.63827216398241,5.46
OC1(N(Cc2ccc(cc2)C#N)C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.06108,2,2,3,4,374.827,5.22184874961636,5.18
O[C@H]1CC[C@H](OC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)C=C1,timbal,5.2014,3,2,6,5,490.943,6.50863830616573,6.08
CC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c4ccc(Cl)cc4)cc1,timbal,4.392,3,2,4,4,391.854,4.05551732784983,5.5
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1cc(Cl)cnc21)C(O)=O,ippidb,5.6233,7,4,6,5,615.489,7.3372421683,7.8
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ncccc1C,ippidb,7.38632,4,2,7,4,525.476,8.3010299957,8.25
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccc(C)cn1,ippidb,7.38632,4,2,7,4,525.476,8.3010299957,8.53
C[C@]1(CC(O)=O)C[C@@H]([C@H](N(C(C2CC2)c2ccccn2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,7.0779,4,2,7,5,523.46,8.6989700043,8.2
Nc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cc(Cl)ccc1CC(=O)NCc1ccncc1,ippidb,6.919,6,2,8,6,620.516,6.59,7.7
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)c1ccccc1Cl,ippidb,5.5595,4,3,4,4,581.193,4.7,5.73
OC(=O)[C@@H](N1[C@@H](c2ccc(OC(F)(F)F)cc2)C(=O)Nc2ccc(I)cc2C1=O)c1ccccc1,ippidb,5.1513,5,3,5,4,596.299,5.88,5.74
NCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.4198,1,4,7,4,357.461,6.52,6.04
C(CCc1ccccc1)CNCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,7.0736,1,4,13,5,489.667,6.52,6.47
COc1cc(Nc2ccnc(CO)c2)ccc1NCCc1c[nH]c2ccccc12,ippidb,4.462,3,4,8,4,388.471,6.6,6.36
CCOc1cc(ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@](C)(N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.179,4,4,7,6,734.769,7.72,7.04
Nc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1c(CC(=O)Nc2cccc(F)c2)ccc(Cl)c1F,ippidb,8.1245,7,2,7,6,641.481,8.05,8.12
Clc1ccc(Cn2cnc(c3ccccc3)c2c4c[nH]c5cc(Cl)ccc45)cc1,timbal,7.0535,1,1,4,5,418.327,4.65757731917779,5.35
COc1ccc(Cn2c(C)nc(Cc3ccc(N)cc3)c2Cc4ccc(Cl)cc4)cc1,timbal,5.66562,2,1,7,4,431.967,4.15490195998574,5.67
CC(C)CCn1cnc(c2ccccc2)c1c3c[nH]c4cc(Cl)ccc34,timbal,6.3979,1,1,5,4,363.892,4.74472749489669,4.9
OCC1(COC2(N(Cc3cccc[n+]3[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)CC1,timbal,3.6196,3,2,7,5,450.922,4.48148606012211,5.41
NCCc1c2Nc3ccccc3c4ccnc(c5OCSc15)c24,timbal,3.8125,2,2,2,5,321.405,4.23210238398191,4.79
OCC1(COC2(N(Cc3ccccn3)C(=O)c4ccccc24)c5ccc(Cl)cc5)CC1,timbal,4.3812,4,2,7,5,434.923,4.95860731484177,5.34
