SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
Clc1cc(Cl)cc(c1)N1C(=O)[C@@H]2C[C@@H](CN2C1=O)OCc1ccc(cc1)C#N,ippidb,3.99138,3,1,4,4,416.264,6.57,6.7
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(CCc2cnc3ccccc3c2)[C@@H](CC(C)C)C1=O,ippidb,4.7634,4,3,9,5,550.703,6.05,5.8
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CC(=O)N(Cc2ccc(Br)cc2)[C@@H](CC(C)C)C1=O,ippidb,4.5451,3,3,8,4,550.497,5.53,5.1
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1c(F)cccc1Br,ippidb,3.4952,4,3,5,3,405.223,6.37,5.18
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCN(CC1)C=O,ippidb,6.3204,2,1,6,4,485.575,6.78,6.66
NC(=O)C1CCN(CC1)c1cc(ccn1)-c1ccc(Sc2ccc3OCCOc3c2)c(c1)C(F)(F)F,ippidb,5.3915,4,1,5,5,515.557,6.85,6.96
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCC[C@@H](C1)C(O)=O,ippidb,6.2282,4,1,6,4,488.531,6.91,6.94
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCC(CC1)C(N)=O,ippidb,5.6289,3,1,6,4,487.547,6.85,6.94
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CCC(CCO)CC1,ippidb,7.0358,3,1,7,4,501.618,6.64,6.46
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CC[C@@H](O)C1,ippidb,6.008,3,1,5,4,459.537,6.8,6.63
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCCCC1,ippidb,8.0323,1,0,5,4,456.577,6,6.31
Nc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O)c(Cl)c1,ippidb,2.8292,3,4,5,3,357.797,5.7,5.63
CNc1cccc(Sc2ccc(\C=C\C(=O)N3CCOCC3)c(c2C(F)(F)F)C(F)(F)F)c1,ippidb,5.7891,2,2,5,3,490.469,8.4,8.53
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCC[C@@H]1CO,ippidb,5.8883,3,1,6,4,460.521,6.48,7.09
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(C(O)=O)c(C)n1)c1cc(Cl)cc(Cl)c1,ippidb,4.7079,5,2,4,5,550.402,7.92,7.96
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(NCCCn2ccnc2)ncn1,ippidb,7.1357,3,1,9,4,497.59,6.12,6.77
CC(C)c1cn(nn1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1cc2ccccn2n1)C(O)=O,ippidb,2.9954,8,4,7,5,613.462,8.15,6.87
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CC(=O)N(Cc2ccc(cc2)-c2cccnc2)[C@@H](CC(C)C)C1=O,ippidb,4.8446,4,3,9,5,548.687,4.88,5.59
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1I,ippidb,3.1982,3,3,5,3,434.233,5.05,5.83
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2ccc(O)c(OC)c2)[C@@H](CC(C)C)C1=O,ippidb,3.8869,5,4,9,4,531.653,6.02,5.52
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1cc(C)c(cn1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,4.7079,5,2,4,5,550.402,7.96,7.99
Nc1cccc(Sc2ccc(\C=C\C(=O)N3CCOCC3)c(c2C(F)(F)F)C(F)(F)F)c1,ippidb,5.3296,2,2,4,3,476.442,8.77,8.33
NC(=O)C[C@H](NC(=O)c1ccccc1Br)C(O)=O,ippidb,0.5075,4,3,5,1,315.123,5.97,6.85
CS(=O)(=O)N1CC[C@@H](C1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc2ccoc2c1)C(O)=O,ippidb,2.5188,7,4,8,5,651.525,6,7.42
O[C@@H]1C[C@H](N(C1)c1cc(ccn1)-c1ccc(Sc2ccc3OCCOc3c2)c(c1)C(F)(F)F)C(O)=O,ippidb,4.714,6,2,5,5,518.513,6.72,6.98
CN1C(=O)N(C(=O)[C@]11CN(Cc2cc(cs2)C(O)=O)C[C@H]1c1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1,ippidb,5.06158,4,3,5,5,555.443,7.7,8.31
Clc1cc(Cl)cc(c1)N1C(=O)[C@@H]2C[C@@H](CN2C1=O)Oc1ccc(Br)cc1,ippidb,4.7444,3,1,3,4,456.123,6.32,7.18
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(nn1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,3.79448,6,2,4,5,537.363,7.89,7.72
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CC[C@H](C1)NC(C)=O,ippidb,5.642,3,1,6,4,487.547,7.06,6.77
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CCC[C@H](CO)C1,ippidb,6.6457,3,1,6,4,487.591,6.64,6.95
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCC[C@H]1C(O)=O,ippidb,5.9806,4,1,6,4,474.504,7.1,6.49
CC(C)n1cc(nn1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc(Cl)cc1)C(O)=O,ippidb,3.6307,7,4,8,4,607.882,7.23,6.73
CC(C)c1cc([nH]n1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc(Cl)cc1)C(O)=O,ippidb,4.3048,6,6,8,4,606.894,6.6,7.42
CCC1=C(C(=O)N2CCC[C@@]12Cc1ccc(Br)cc1)c1cc(Cl)cc(Cl)c1,ippidb,6.537,1,1,4,4,465.218,6.97,6.96
Cc1ccccc1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,ippidb,2.90202,3,3,5,3,322.364,5.4,6.18
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ncc(s1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,4.46098,5,2,4,5,542.404,8.3,7.93
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1cnc(cn1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,3.79448,6,2,4,5,537.363,7.72,7.89
CN1C(=O)N(C(=O)[C@]11CN(Cc2ccc(cn2)C(O)=O)C[C@H]1c1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1,ippidb,4.39508,5,3,5,5,550.402,8.6,7.74
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1nc(co1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,3.99248,5,2,4,5,526.336,7.24,7.84
CCN([C@H]1CCN(C1)c1cc(ncn1)-c1ccc(Sc2ccccc2C(C)C)c(c1)C(F)(F)F)C(C)=O,ippidb,6.8841,3,1,7,4,528.644,6.52,6.88
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(cn1)-c1nnn[nH]1)c1cc(Cl)cc(Cl)c1,ippidb,3.88138,6,4,4,6,560.405,8.74,8.15
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1C[C@H](O)C[C@H]1C(O)=O,ippidb,6.0662,4,2,6,4,502.558,7.05,6.69
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1C[C@H](O)C[C@H]1C(O)=O,ippidb,4.9514,5,2,6,4,490.503,6.67,6.87
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(cc1Cl)N(=O)=O,ippidb,3.1552,3,3,6,3,387.779,5.28,5.57
OC(=O)[C@H](CNC(=O)c1c[nH]c2ccccc12)NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc(Cl)cc1,ippidb,4.9396,5,5,7,5,613.885,6.09,7.48
CN(Cc1ccc(Br)cc1)[C@H]1C[C@@H]2N(C1)C(=O)N(C2=O)c1cc(Cl)cc(Cl)c1,ippidb,4.7974,2,2,4,4,483.193,6.76,6.55
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ncc(cn1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,3.79448,6,2,4,5,537.363,7.96,7.59
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1csc(n1)N1CCN(CC1)C(C)=O,ippidb,6.772,2,1,5,4,505.631,5.52,6.85
CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@H]2C(=O)N2CCCC[C@@H]2C(O)=O)c(Cl)c1Cl,ippidb,6.8372,3,2,6,4,492.468,7.89,7.8
FC(F)(F)c1c(Sc2cccc(OCc3c[nH]cn3)c2)ccc(\C=C\C(=O)N2CCOCC2)c1C(F)(F)F,ippidb,6.0495,4,3,7,4,557.516,7.17,7.18
Cc1cc2CN(CCc2c(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(O)=O)C(=O)c1cc2ccccc2o1,ippidb,3.92264,5,4,7,5,545.617,8.3,6.84
CC(C)c1cccc(c1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc(Cl)cc1)C(O)=O,ippidb,5.5817,5,4,8,4,616.929,8,7.02
Cc1cc2CN(CCc2c(C)c1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O)C(=O)c1ccc(Cl)cc1,ippidb,5.06234,4,4,6,5,530.024,6.09,7.12
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(\C=C\c2ccncc2)[C@@H](CC(C)C)C1=O,ippidb,4.0384,4,3,8,4,498.627,7.62,6.36
Cc1cc2CN(CCc2c(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(O)=O)C(=O)\C=C\c1ccco1,ippidb,3.16904,5,4,8,4,521.595,7.6,7.54
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CC[C@@H](O)[C@@H](C1)C(O)=O,ippidb,6.3138,4,2,6,4,516.585,7.37,6.81
CCC1=C(C(=O)N2CCC[C@@]12Cc1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1,ippidb,5.64618,1,1,4,4,411.332,7.28,6.93
COC1=C(C(=O)N2CCC[C@@]12Cc1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1,ippidb,4.84008,2,1,4,4,413.304,6.37,7.2
Clc1cc(Cl)cc(c1)C1=C(C2CC2)[C@]2(Cc3ccc(Br)cc3)CCCN2C1=O,ippidb,6.537,1,1,4,5,477.229,6.7,7
CC(C)c1cn(nn1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1cc2ccccc2o1)C(O)=O,ippidb,4.0939,7,4,7,5,613.458,8.3,7.93
CCN(Cc1ccc(cc1)C#N)[C@H]1C[C@@H]2N(C1)C(=O)N(C2=O)c1cc(Cl)cc(Cl)c1,ippidb,4.29668,2,2,5,4,443.334,6.14,7.25
CN([C@@H]1CCN(C1)c1cc(ccn1)-c1ccc(Sc2ccc3OCCOc3c2)c(c1)C(F)(F)F)C(C)=O,ippidb,5.7468,4,1,5,5,529.584,6.77,6.89
