SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
CCCN(CCC)c1ncc(Cl)c(n1)c2ccc(cc2C(=O)N3Cc4ccccc4C[C@H]3CN)C(=O)NS(=O)(=O)c5ccc6cccc(Cl)c6c5,timbal,6.8745,6,3,11,6,745.733,7.82390874094432,7.1
Oc1c(O)c(cc(C(=O)c2ccc(Oc3ccccc3)cc2)c1O)C(=O)c1nc2ccccc2s1,ippidb,5.6674,7,3,6,5,483.501,6.77,5.82
COc1ccc(cc1)[C@@H]1C2=C(N=c3s\c(=C/c4ccc(OCc5cccc(C(=O)O)c5)c(OC)c4)c(=O)n13)c1ccccc1CC2,ippidb,5.6131,6,1,8,7,630.722,4.76,5.04
Cc1cc(nn1-c1ccccc1C(=O)N1CCc2ccccc2C1)C(=O)N(C1CCCCC1)c1ccccc1,ippidb,6.35872,3,1,5,6,518.661,5.85,6.07
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)-c1ccc(NS(=O)(=O)Cc2ccccc2)cc1C(=O)N1CCc2ccccc2C1,ippidb,7.01692,5,3,13,5,676.283,6.6,6.57
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)-c1ccc(N)cc1C(=O)N1CCc2ccccc2C1,ippidb,5.65722,3,3,9,4,522.093,7.05,6.76
CCCCN(CCCC)C(=O)c1cc(C)n(n1)-c1ccccc1C(=O)N1CCc2ccccc2C1,ippidb,5.42162,3,2,9,4,472.633,6.64,6.03
CCOC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(cc1C)C(=O)N(c1ccccc1)c1ccccc1,ippidb,6.28942,5,1,7,6,584.676,5.25,6.78
CN(C(=O)c1cc(C)n(n1)-c1ccccc1C(=O)N1CCc2ccccc2C1)c1ccccc1F,ippidb,4.79492,4,1,4,5,468.532,5.52,5.82
Oc1c(O)c(cc(C(=O)c2cccc3ccccc23)c1O)C(=O)c1ccc(Oc2ccccc2)cc1,ippidb,6.2109,6,3,6,5,476.484,6.54,6.33
C[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(cc1C)C(=O)N(c1ccccc1)c1ccccc1,ippidb,6.74622,3,1,5,6,526.64,6.96,5.84
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6cccc(OCCN7CCOCC7)c6c5,timbal,7.05792,8,4,16,7,869.485,6.95860731484177,7.59
CC(C)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,ippidb,4.9501,5,3,5,3,364.397,5.51,5.55
CC(C)C(=O)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,ippidb,4.6654,6,3,6,3,392.407,5.59,5.94
Cc1cc2c(C(=O)NCCc3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NCCc3ccccc3)c(O)c(O)cc2c1O,ippidb,6.45544,8,8,9,6,672.734,6.82,6.28
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1,ippidb,7.1496,3,4,16,6,779.001,5.3,5.66
CN1CCN(CC[C@H](CSc2ccccc2F)Nc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc2ncnc3CN(CCc23)C2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CC1,ippidb,8.2634,7,6,16,8,1001.639,7.57,7.16
COc1ccccc1C2N3C(=NC4=C2CCc5ccccc45)S\C(=C/c6oc(cc6)c7cccc(c7)C(=O)O)\C3=O,timbal,5.2855,4,1,5,7,560.631,5.27572413039921,4.78
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nc(nc2CN(CCc12)C1CCN(CC2=C(CCC(C)(C)C2)c2ccc(Cl)cc2)CC1)C(F)(F)F,ippidb,10.254,6,5,16,7,1028.652,7.29,7.19
C[C@H](N1CCC(CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2Cl)c(c1)S(=O)(=O)C(F)(F)F)c1ccccc1-c1ccc(Cl)cc1,ippidb,9.6529,6,5,16,7,977.041,7.14,7.13
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nc(nc2CN(CCc12)[C@H]1CCN(Cc2ccccc2-c2ccc(Cl)cc2)C[C@@H]1F)C(F)(F)F,ippidb,9.4053,7,5,16,7,1014.556,7.33,7.42
CN(C)CCC[C@](O)(c1ccccc1)c1cccc(OCc2cccc(c2)-c2ccc(cc2)C(O)=O)c1,ippidb,6.2085,4,3,11,4,495.619,4.7,5.28
CCCCN(CCCC)C(=O)c1cc(C)n(n1)c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N4CCc5ccccc5C4,timbal,6.43912,5,3,13,5,621.782,5.51570016065321,6.4
CCCCCS(=O)(=O)NC(=O)c1ccc(c(c1)C(=O)N2CCc3ccccc3C2)c4c(CO)nn(c4CCCC)c5ccc(Oc6cccc(Cl)c6)cc5,timbal,8.2682,7,3,15,6,769.364,6.92081875395238,6.81
CCOC(=O)COc1cccc(\C=C\2/SC3=NC4=C(CCc5ccccc45)C(N3C2=O)c6ccccc6OC)c1,timbal,4.2692,5,0,7,6,552.652,4,5.33
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6N(Cc7ccc(Cl)c(Cl)c7)CCc6c5,timbal,9.06322,6,3,14,7,890.334,7.35654732351381,7.44
C[C@H]1C[C@H](CCN1Cc1ccccc1-c1ccc(Cl)cc1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)N(=O)=O,ippidb,8.4417,4,5,16,7,855.531,7.21,6.95
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)Nc1nc(nc2CN(CCc12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1)C(F)(F)F,ippidb,9.072,4,5,16,7,909.501,7.7,7.34
CN(C)CCC[C@](O)(c1ccccc1)c1ccc(OCCOc2ccc(cc2)-c2ccc(cc2)C(O)=O)cc1,ippidb,6.0873,5,3,13,4,525.645,6,4.67
FC(F)(F)c1nc2CN(CCc2c(NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)n1)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,ippidb,9.2279,7,5,16,8,1038.603,6.63,6.73
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1ncnc2cc(ccc12)N1CCN(CC2=C(CCC(C)(C)C2)c2ccc(Cl)cc2)CC1,ippidb,9.6879,6,4,16,7,956.623,8.52,7.28
Clc1ccc(cc1)-c1ccccc1CN1CCC(CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(c1)N(=O)=O,ippidb,7.8238,5,5,16,8,883.541,7.18,6.98
CO[C@@]1(Cc2ccccc2Br)CC[C@@H](CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)S(=O)(=O)C(F)(F)F,ippidb,7.7865,7,4,16,6,925.96,6.51,6.08
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1ncnc2cc(ccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,ippidb,8.8912,6,4,16,7,924.537,8.22,7.96
C[C@H](N1CCC(CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN2CCN(C)CC2)CSc2ccccc2)c(c1)S(=O)(=O)C(F)(F)F)c1cc(F)ccc1-c1ccc(Cl)cc1,ippidb,8.8244,7,6,16,8,1015.666,7.1,6.72
CCCCc1c(c(CO)nn1c2ccccc2)c3ccc(cc3C(=O)N4Cc5ccccc5C[C@H]4CN)C(=O)NS(=O)(=O)c6ccc7ccccc7c6,timbal,6.1719,6,4,11,7,727.887,7.61978875828839,7.43
CCCCN(CCCC)c1nccc(n1)c2ccc(cc2C(=O)N3Cc4ccccc4C[C@H]3CO)C(=O)NS(=O)(=O)c5ccc6cccc(Cl)c6c5,timbal,7.0349,7,3,13,6,740.326,6.79588001734408,6.88
COc1ccccc1C2N3C(=NC4=C2CCc5ccccc45)S\C(=C/c6ccc(cc6)c7cccc(c7)C(=O)O)\C3=O,timbal,5.6925,4,1,5,7,570.67,4.57348873863543,5.27
OC(=O)COc1cccc(\C=C\2/SC3=NC4=C(CCc5ccccc45)C(N3C2=O)c6occc6)c1,timbal,3.3751,4,1,5,6,484.533,4.3936186348894,5.07
COc1ccccc1C2N3C(=NC4=C2CCc5ccccc45)S\C(=C/c6ccc(\C=C\C(=O)O)cc6)\C3=O,timbal,4.4251,4,1,5,6,520.61,4.89619627904404,5.61
CN(C)CC[C@H](CSc1ccccc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(cc3)N4CCN(CC4)c5cccc(c5)c6c(C(=O)NCCCN7CCN(C)CC7)c(C)n(C)c6c8ccc(Cl)cc8,timbal,8.56622,4,6,21,8,1075.803,8.30102999566398,6.47
OC(=O)COc1cccc(\C=C\2/SC3=NC4=C(CCc5ccccc45)C(N3C2=O)c6cccc(F)c6)c1,timbal,3.9212,5,1,5,6,512.562,5.26760624017703,4.91
CCOC(=O)c1nn(c(C)c1c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6ccccc6c5)c7ccccc7,timbal,6.49482,7,2,8,7,698.801,6.19382002601611,6.5
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)Nc1ncnc2CN(CCc12)C1CCN(CC2=C(CCC(C)(C)C2)c2ccc(Cl)cc2)CC1,ippidb,8.8499,4,5,16,7,873.59,7.51,7.36
FC(F)(F)S(=O)(=O)c1cc(ccc1NCCSc1ccccc1)S(=O)(=O)Nc1ncnc2CN(CCc12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,ippidb,8.1182,6,4,13,7,857.446,5.88,6.82
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nnc2CCCN(CCn12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,ippidb,8.1301,6,5,16,7,945.6,7.62,6.88
CC#CCOc1ccccc1CN1CCC(CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)S(=O)(=O)C(F)(F)F,ippidb,6.5202,7,5,17,6,886.101,5.75,6.48
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1ncnc2CN(CCc12)C1CCC(CC1)=Cc1ccccc1,ippidb,7.4797,6,4,14,6,815.022,5.93,6.78
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCC(CC1)NC(=O)c1ccccc1Br,ippidb,6.3993,4,4,15,5,809.809,5.3,5.53
C[C@H]1C[C@H](C)[C@]23OC4=C(C)C(=O)C(=O)C(=C4[C@H]2OC5(CCN(C)CC5)O3)[C@@H]6O[C@H](CC[C@H](C)\C=C(/C)\C1)[C@H](C)[C@H](O)[C@H]6C,timbal,5.1017,7,2,0,6,597.793,5.30102999566398,5.9
Brc1cccc[n+]1c2ccc3cc(ccc3c2)[n+]4ccccc4Br,timbal,4.9182,0,0,2,4,442.154,4.93181413825384,5.16
Brc1ccc2c(c1)C(=O)c3ccc4c5ccc6C(=O)c7cc(Br)ccc7c8ccc(c9ccc2c3c49)c5c68,timbal,9.471,2,0,0,9,614.292,5.11350927482752,5.59
Cc1cc(nn1c2ccccc2C(=O)N3CCc4ccccc4C3)C(=O)Nc5ccccc5,timbal,4.63152,3,2,4,5,436.515,4.30102999566398,5.77
CC(C)C(C1C(=S)S\C(=C/c2ccc(Br)cc2)\C1=O)C(=O)O,timbal,4.4063,3,1,4,2,399.331,5.20760831050175,5.28
CN1CCN(CCCNC(=O)c2c(c3ccccc3)c(cn2CC[C@H](O)CO)c4ccc(Cl)cc4)CC1,timbal,3.5861,3,5,11,4,525.093,3.34390179798717,6.08
CCCCc1c(c(CO)nn1c2ccccc2)c3ccc(cc3C(=O)N4CCc5ccccc5C4)C(=O)NS(=O)(=O)CC[Si](C)(C)C,timbal,5.9705,6,3,12,5,672.924,6.72124639904717,6.86
O=C1c2ccc(c3cccc(c4nc5ccccc5n14)c23)S(=O)(=O)c6ccc7C(=O)n8c(nc9ccccc89)c%10cccc6c7%10,timbal,6.33,6,0,2,10,602.631,4.85387196432176,6.25
