SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
NCC(=O)Nc1ccc(N)cc1,ippidb,0.166,1,3,2,1,165.196,4,3.59
COc1ncnc2CCNCc12,ippidb,0.1309,3,1,1,2,165.196,3.3010299957,4.05
Cc1ccc(C(N)=O)c(N)c1,ippidb,0.67612,1,2,1,1,150.181,3.3010299957,4.08
Nc1nc2ccc(cc2s1)S(N)(=O)=O,ippidb,0.5259,3,2,1,2,229.286,3.2218487496,4.21
Nc1nc2ncccc2[nH]1,ippidb,0.5401,2,3,0,2,134.142,3.0457574906,3.95
Cc1nnc2C(NC(=O)OCc3ccccc3)N=C(c3ccccc3)c3ccccc3-n12,ippidb,4.35172,4,1,4,5,423.476,7.8096683018,5.82
CN(C)C(=O)c1cccc(c1)-c1cn(C)c(=O)c2[nH]ccc12,ippidb,2.2354,2,2,2,3,295.342,7.2291479884,5.29
Cn1ccc2cc[nH]c2c1=O,ippidb,0.8666,1,1,0,2,148.165,5.1249387366,3.52
CCCN1C(c2c(C)[nH]nc2C1=O)c1cc(OC)ccc1OC,ippidb,2.69052,4,3,5,3,315.373,4.1739251973,5.55
CCn1c2ccc(C=O)cc2n(CC)c1=O,ippidb,1.6553,2,0,3,2,218.256,3.8538719643,4.77
CCC1(C)Cc2ccccc2-c2ncnc(O)c12,ippidb,3.073,3,1,1,3,240.306,3.6575773192,5.05
Cn1c2[nH]c(=NCCO)n(Cc3cccc4ccccc34)c2c(=O)[nH]c1=O,ippidb,0.4509,3,5,4,4,365.393,4.0604807474,5.93
O=c1[nH]c(=O)c2c(ccnc2n1CC1CCCO1)-c1ccco1,ippidb,1.5238,4,2,3,4,313.313,3.8860566477,5.58
CN=c1[nH]c2n(C)c(=O)[nH]c(=O)c2n1Cc1ccc(F)cc1,ippidb,0.0743,3,4,2,3,303.297,4.1674910873,5.04
CN1c2ccc(Cl)cc2C(=NCCC1=O)c1ccc(Cl)cc1,ippidb,4.1973,1,0,1,3,333.218,3.6575773192,5.82
CONC=Nc1nc2nccc(-c3cccnc3)n2n1,ippidb,0.9971,5,1,4,3,269.268,3.920818754,4.94
CN1c2ccccc2NC(CC1=O)c1ccccc1,ippidb,3.2063,1,1,1,3,252.317,5.1249387366,4.58
CCc1cc2c(CCCC2=O)n1Cc1ccccc1,ippidb,3.6178,1,0,3,3,253.345,5.15490196,5.51
CC(=O)Nc1cccc(c1)-c1cc(C)[n+]([O-])c2ccccc12,ippidb,3.40702,1,1,2,3,292.338,4.3767507096,5.47
CN(Cc1ccc(Cl)s1)c1cc(C)nc2nc(N)nn12,ippidb,2.36622,3,1,3,3,308.798,4.5528419687,4.45
Cc1ccc(CNc2cc(C)nc3nc(N)nn23)cc1,ippidb,1.93544,3,2,3,3,268.324,4.1307682803,4.5
CN(Cc1ccc(C)cc1)c1cc(C)nc2nc(N)nn12,ippidb,1.95974,3,1,3,3,282.351,4.1804560645,4.38
CN(Cc1ccc(Cl)s1)c1cc(C)nc2ncnn12,ippidb,2.78402,3,0,3,3,293.783,4.6197887583,4.59
CC(C)Cc1nc(-c2c[nH]c(=O)c(Cl)c2)n(n1)-c1cccc2OCCOc12,ippidb,3.2457,5,1,4,4,386.839,4.1135092748,5.65
Cc1noc(N)c1-c1cccc(c1)C(F)(F)F,ippidb,3.25102,1,1,1,2,242.2,4.0915149811,4.23
Cc1cccnc1-n1nc(nc1-c1c[nH]c(=O)c(Cl)c1)-c1ccccc1,ippidb,3.64642,4,1,3,4,363.808,5.3279021421,5.02
CC(C)n1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,4.82187,3,2,4,4,511.591,5.4999996787,7.15
Cn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(N)=NC1CCS(=O)(=O)CC1,ippidb,3.5683,3,1,3,4,483.537,7.7999707334,6.48
Cn1cc(-c2cccc(c2)C#N)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.63085,3,2,3,4,440.55,7.4000078224,7.59
COc1cccc(c1)-c1cn(C)c(=O)c2cc(sc12)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.76777,4,2,4,4,445.566,7.8999742699,7.39
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N(C)C,ippidb,2.986,4,1,4,3,372.446,5.3000002024,6.4
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N1CCCCC1,ippidb,3.9103,4,1,4,4,412.511,5.4000001861,6.4
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N1CCN(CC1)S(C)(=O)=O,ippidb,2.0016,6,1,5,4,491.591,6.6999917974,7
CC(C)OC(=O)N1C[C@H](C)N(C(C)=O)c2ccc(cc12)-c1ccc(cc1)S(C)(=O)=O,ippidb,3.8635,5,0,3,3,430.526,6.585026652,5.94
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1cnn(c1)C1COC1,ippidb,2.6194,4,0,3,5,380.448,6.4317982759,6.86
C[C@H]1CN(C(=O)C2CCCC2)c2ccccc2N1C(C)=O,ippidb,2.9648,2,0,1,3,286.375,4.3665315444,5.55
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)S(C)(=O)=O,ippidb,3.2551,4,0,3,4,412.511,6.0809219076,6.65
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)N1CCS(=O)(=O)CC1,ippidb,3.0864,4,0,3,5,467.591,7,6.7
CC(C)n1cc(cn1)-c1ccc2N([C@@H](C)CN(C(=O)C3CC3)c2c1)C(C)=O,ippidb,3.629,3,0,3,4,366.465,6.3767507096,6.02
C[C@H]1CN(C(=O)c2ccco2)c2ccccc2N1C(C)=O,ippidb,2.6814,2,0,1,3,284.315,4.8538719643,5.45
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1cnn(c1)C1CNC1,ippidb,2.1924,3,1,3,5,379.464,7.2218487496,6.35
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)C(=O)N1CCNCC1,ippidb,2.897,3,2,3,5,446.551,6.920818754,6.27
C[C@H]1CN(C(=O)c2ccco2)c2cc(ccc2N1C(C)=O)-c1cnn(C)c1,ippidb,3.0819,3,0,2,4,364.405,6.6777807053,5.69
CNC(=O)c1cccc(c1)-c1ccc2N([C@@H](C)CN(C(=O)c3ccco3)c2c1)C(C)=O,ippidb,3.708,3,1,3,4,417.465,6.1135092748,6.13
COc1cc(OC)c2c(c1)nc([nH]c2=O)-c1cc(C)c(OCCO)c(C)c1,ippidb,2.59524,6,3,6,3,370.405,3.8535618647,5.85
Oc1ccc(cc1)-c1nc2sc3CN(Cc4ccccc4)CCc3c2c(=O)[nH]1,ippidb,3.9155,3,4,3,5,389.48,5.1958605677,6.22
CN1CCc2c(C1)sc1nc([nH]c(=O)c21)-c1cc(C)c(O)c(C)c1,ippidb,2.96194,3,4,1,4,341.436,6.3665315444,5.3
CN1CCC2=C(Cc3nc([nH]c(=O)c23)-c2ccc(O)cc2)C1,ippidb,1.7877,3,4,1,4,295.342,6.1426675036,5.03
CN1CCc2c(C1)sc1nc([nH]c(=O)c21)-c1cccc(Br)c1,ippidb,3.402,2,3,1,4,376.279,5.9829666607,6.12
COc1ccccc1-c1nc2sc3CN(C)CCc3c2c(=O)[nH]1,ippidb,2.6481,3,3,2,4,327.409,5.6073030467,5.39
CC1CCc2c(C1)sc1nc([nH]c(=O)c21)-c1cc(C)c(O)c(C)c1,ippidb,4.09884,3,3,1,4,340.448,5.4894549898,5.64
CC1CCc2c(C1)sc1nc([nH]c(=O)c21)-c1ccc(O)cc1,ippidb,3.482,3,3,1,4,312.394,5.3655227298,5.52
CC1CCc2c(C1)sc1nc([nH]c(=O)c21)-c1cccc(Br)c1,ippidb,4.5389,2,2,1,4,375.291,5.9913998282,5.34
O=c1[nH]c(Cc2ccccc2)nc2sc3CCCCCc3c12,ippidb,3.8443,2,2,2,4,310.422,6.0861861476,5.62
Oc1cccc(c1)-c1nc2sc3CCCCCc3c2c(=O)[nH]1,ippidb,3.6261,3,3,1,4,312.394,5.4001169279,5.23
Brc1cccc(c1)-c1nc2sc3CCCCCc3c2c(=O)[nH]1,ippidb,4.683,2,2,1,4,375.291,5.241845378,5.62
Brc1ccc(cc1)-c1nc2sc3CCCc3c2c(=O)[nH]1,ippidb,3.9028,2,2,1,4,347.237,5.0486624812,5.38
COc1ccccc1-c1nc2sc3CCCc3c2c(=O)[nH]1,ippidb,3.1489,3,2,2,4,298.367,6.1079053973,5.34
CCCc1cc2c(nc([nH]c2=O)-c2ccc(O)cc2)s1,ippidb,3.3097,3,3,3,3,286.356,5.0660068362,5.46
COc1ccc(cc1)S(=O)(=O)Nc1cc(ccc1N1CCN(C)CC1)-c1nn2c(C)nnc2c2ccccc12,ippidb,3.81412,6,2,6,6,543.653,6.2,6.62
Cc1nnc2c3ccccc3c(nn12)-c1ccc(N2CCOCC2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,ippidb,4.54372,6,1,5,6,535.029,6.2,6.23
Cc1nnc2c3ccccc3c(nn12)-c1ccc(N2CCOCC2)c(NS(C)(=O)=O)c1,ippidb,2.46102,6,1,4,5,438.513,6.8000000007,6.47
CCOc1cc(cc(c1)-c1c(C)noc1C)C(C)O,ippidb,3.41044,3,1,4,2,261.321,5.7958800173,4.97
CCOC(=O)c1cc(OCC)cc(c1)-c1c(C)noc1C,ippidb,3.53384,4,0,5,2,289.331,5.4814860601,5.19
